TCGA.C8.A12P.01	TCGA.A8.A08X.01	TCGA.AN.A0FV.01	TCGA.A8.A076.01	TCGA.A8.A09G.01	TCGA.A2.A04W.01	TCGA.BH.A0EE.01	TCGA.AO.A0JE.01	TCGA.C8.A12Q.01	TCGA.A8.A07I.01	TCGA.A8.A094.01	TCGA.E2.A159.01	TCGA.AN.A04D.01	TCGA.B6.A0IQ.01	TCGA.AN.A0FL.01	TCGA.A2.A04P.01	TCGA.AR.A0TS.01	TCGA.AN.A0XU.01	TCGA.AR.A0TP.01	TCGA.BH.A0E0.01	TCGA.A2.A0SX.01	TCGA.BH.A18V.01	TCGA.AO.A12F.01	TCGA.AR.A1AJ.01	TCGA.A2.A0YM.01	TCGA.A2.A0ST.01	TCGA.A2.A0CM.01	TCGA.C8.A134.01	TCGA.AN.A0XT.01	TCGA.BH.A0BJ.01	TCGA.A1.A0SH.01	TCGA.BH.A0H6.01	TCGA.AR.A1AK.01	TCGA.BH.A18H.01	TCGA.BH.A0BV.01	TCGA.C8.A132.01	TCGA.A2.A0YI.01	TCGA.A2.A0CQ.01	TCGA.BH.A0B4.01	TCGA.BH.A0DP.01	TCGA.BH.A0E7.01	TCGA.AO.A12A.01	TCGA.BH.A0BS.01	TCGA.BH.A0BQ.01	TCGA.A2.A0EV.01	TCGA.A8.A0A4.01	TCGA.E2.A1B6.01	TCGA.BH.A0GY.01	TCGA.BH.A0BA.01	TCGA.B6.A0RM.01	TCGA.A2.A0SU.01	TCGA.E2.A15J.01	TCGA.E2.A1BC.01	TCGA.A8.A07F.01	TCGA.E2.A15O.01	TCGA.E2.A14Z.01	TCGA.BH.A0BM.01	TCGA.BH.A0HK.01	TCGA.BH.A0H7.01	TCGA.A2.A0YL.01	TCGA.BH.A0BP.01	TCGA.AR.A1AS.01	TCGA.E2.A14Q.01	TCGA.E2.A10E.01	TCGA.AN.A0XO.01	TCGA.E2.A15P.01	TCGA.B6.A0X0.01	TCGA.A2.A04N.01	TCGA.A8.A091.01	TCGA.A8.A099.01	TCGA.B6.A0RQ.01	TCGA.A8.A09I.01	TCGA.A8.A09M.01	TCGA.A8.A082.01	TCGA.E2.A14W.01	TCGA.BH.A18L.01	TCGA.A8.A06N.01	TCGA.AR.A0TT.01	TCGA.A8.A07W.01	TCGA.AO.A03O.01	TCGA.E2.A14O.01	TCGA.BH.A0BF.01	TCGA.AN.A041.01	TCGA.E2.A10A.01	TCGA.AR.A0TY.01	TCGA.E2.A107.01	TCGA.A2.A0YH.01	TCGA.E2.A109.01	TCGA.BH.A18F.01	TCGA.AN.A0FF.01	TCGA.A8.A09R.01	TCGA.C8.A12M.01	TCGA.AN.A0AM.01	TCGA.AN.A0AS.01
ER.alpha_pS118	-0.097383096	-0.165211629	-0.098919308	-0.250588856	-0.165411633	-0.157639769	-0.163889789	0.117412042	-0.000803997000000001	0.0389091780000001	-0.300026119	-0.210421794	-0.039790113	0.00478660699999989	0.241783267	0.0793400069999999	-0.041603341	0.13289352	0.392776193	-0.174044144	-0.411898328	0.0258457280000001	0.321049414	-0.303541096	-0.129974318	-0.33009244	0.0289807590000001	-0.115349106	1.10467326	-0.14124461	-0.162483062	-0.0151666019999999	0.222198584	0.095347694	1.28920476	-0.00427714599999995	0.967361725	0.726359446	0.149544281	-0.364744335	0.853627823	0.745752203	0.650099502	0.246600506	0.298011139	0.822527969	0.0265614650000001	0.0557125079999999	-0.08964547	0.254101374	0.590819843	0.378653511	0.338464342	-0.241012638	0.681026225	0.325219137	-0.0932290459999999	0.551303423	0.157648837	0.019277792	0.169724277	1.50215387	2.099025435	0.458052776	0.401816436	0.808021621	0.603187029	-0.154144064	0.553108465	0.935319261	0.0822167300000001	0.239607729	1.470631935	1.616712597	0.739127938	0.250004579	0.043691901	0.487380151	0.435632742	0.150368002	0.670513802	0.013652195	0.715675699	1.165000603	0.419659062	0.297051897	0.97806086	1.368689078	0.018765089	1.405410102	0.284879299	0.764024207	1.307487708	0.503203953
ER.alpha	-2.383009873	-1.769337728	-1.37423756	-0.192325618	-1.088781324	-2.547941085	-1.872012811	-1.95174143	-2.545040314	2.61879739	-0.625660919	-2.262413584	-2.591566926	-3.108737439	-2.376589406	-0.340327244	-2.393142707	-0.453738963	-2.333063847	-1.807659382	-2.009408029	-2.712689139	-2.954178981	-1.817255614	-2.517349698	-2.260994068	-2.160540785	-2.074501353	5.172832694	1.654868268	-0.588118326	0.814089389	3.295638567	2.449826378	3.470093598	2.114638886	4.685379282	3.431611097	1.995818679	-1.643781959	2.798631841	1.288538875	3.353501027	1.654315402	2.556264228	1.402695408	-2.020379033	0.632475559	1.384694665	3.669871714	3.83787516	0.943693599	1.696334617	0.879319885	3.714612736	2.571831175	1.812934585	3.093020133	0.52896888	0.738008491	2.115657411	2.474769589	4.513570539	3.481681965	2.735259968	2.855632497	2.308135922	0.276599657	3.103172741	3.997878007	1.290701456	1.741462406	4.497971396	3.391519937	2.718985681	3.479224011	3.730719006	2.577840158	5.082728909	3.231530297	3.677380033	0.127204369	1.998558436	2.591520682	2.212651772	2.797315897	2.589301538	4.272317505	0.115762117	2.182769734	2.219603534	4.559926234	3.378886373	2.669634961
GATA3	-1.429717637	-1.19680098	0.997002062	-0.0333650439999999	-0.143293231	-0.697642827	-1.021629514	0.0532684669999999	0.026485817	1.297478359	-0.400426782	-0.914384543	-1.457601548	0.104216268	-0.024111593	-0.599195409	-1.190168292	-1.088556168	-1.322881835	0.136282626	-1.021003363	-1.261066514	-0.209495907	-0.61356177	-1.33571019	-0.134540522	-1.196845134	-0.990323158	2.612409611	1.971023258	0.166174402	-0.20523222	1.800977452	0.91895243	2.425487096	0.622903816	1.70967341	2.396918363	0.469220923	-0.739639773	0.997941715	1.578161366	2.825444427	1.094434488	0.912113657	1.020414267	-0.992907659	0.509836347	0.621890022	1.015179528	1.96322924	2.363670575	0.654466295	0.672896402	0.996183505	1.929211688	1.054583423	1.766373594	-0.387412359	1.010749643	0.635532285	1.312301471	2.531195422	1.494338071	0.988463715	0.812591156	2.265848758	0.564992491	2.613179044	1.575719873	0.174968187	2.046748609	1.730447262	2.61551631	1.600845449	1.14621459	1.745514493	2.706240886	0.932150423	1.785962118	0.973009659	1.049954921	1.149371361	2.822282495	0.400016035	1.123358395	1.339588059	2.157189284	1.443546051	2.584192898	1.834999507	2.540238933	1.562418227	1.265013932
AR	-1.588430373	-0.373960777	0.911102602	-0.288368127	0.52834023	-1.101432866	-0.824137477	0.85373552	0.15552618	0.0138227020000001	-0.96853592	-1.778020789	-2.095480705	-0.716915849	-1.55826836	-1.972873684	-1.997723928	-2.013765912	-1.984840991	-1.422097869	-1.854640753	-2.057969624	-0.542371259	-1.879359765	-2.156803879	-1.882982939	-1.890831574	-1.603300874	1.368223244	-0.00658380300000028	-0.42227707	-0.94418181	-0.310620216	0.316119698	0.232180713	-0.340736833	0.590958688	0.713640622	-0.089662274	-1.4741387	0.185270334	-0.462571852	0.144100255	0.364328912	-1.376225652	0.288770397	-1.459058535	-0.283966341	-0.343032703	-0.863586047	-0.411235944	0.218629588	0.563900899	0.0538532339999999	0.227180603	-0.214551652	0.667195786	0.876449639	-0.656899284	-0.454560369	-0.602915945	1.036833303	0.66598568	0.101599946	0.160595059	-0.244698974	0.487011102	-0.890527568	-0.142129483	0.694605717	0.457337778	0.284756022	-0.0221614630000001	-0.975975288	0.357661463	-0.65688886	-1.259225507	-0.756080535	-0.293747041	0.863357477	0.572998552	0.237233983	-0.193669708	-0.549585902	-0.090958838	0.375330354	-0.375767409	0.180108167	0.152933108	0.549790233	-0.291645794	0.280204507	-0.439647007	1.168534791
INPP4B	0.451285607	0.383586142	0.988708158	0.948287151	0.584953473	0.340536209	0.240248476	0.759990134	0.839158056	1.536625887	0.533854175	0.624137409	0.364547789	0.205067196	0.334048054	0.30541432	0.809414364	0.505008194	0.55327397	0.466816899	1.453525745	0.385008093	0.464336572	-0.075255775	0.230391448	-0.152423968	1.253938354	0.186082811	1.661043971	0.678310729	1.793362744	0.398488012	1.373834665	0.780883221	0.861772514	1.832792598	0.682263955	2.353628967	1.546127878	0.214931132	3.37857226	1.153677701	2.473212802	1.383680246	0.646721991	1.416091835	0.243556534	0.471233031	0.294196256	2.4215917	2.200770855	1.833332557	1.248930638	1.835819476	2.302690699	2.441708704	1.191473637	3.360350422	0.706545213	1.098888398	0.18211512	2.483567751	0.991009963	1.925931214	1.804366676	1.346361392	1.525809537	1.154943313	1.893524053	1.27392584	1.137018602	1.746911897	1.783239213	2.744232539	1.68178392	1.477814209	1.338846021	0.843338366	2.709191502	1.012991319	0.76477554	0.809096269	1.296226449	1.623128249	1.066376443	0.506207192	2.222883592	1.582651919	1.649996156	1.179381125	1.365252069	2.011032365	1.089647152	1.177234208
IGF.1R.beta	-0.955350645	-0.962519872	-0.908547029	-0.425826408	-0.91212234	-0.83558662	-1.236285147	-0.982067537	-1.104301044	-0.610188104	-1.135062311	-1.063214475	-0.869950818	-0.851625588	-0.97232674	-1.369444462	-0.257471888	-1.690410118	1.53252037	-1.433218941	-0.484196433	0.382772005	-0.014333151	-1.284532837	-0.272570135	-1.297384714	0.297040833	-0.385622839	1.562226844	0.657845618	-0.453845633	-0.286138523	0.703443184	4.298186375	1.067058489	0.46839446	0.37115183	0.139673566	0.200247702	-0.683910612	0.749221303	-0.028109242	1.023429571	0.336805487	0.098807784	-0.798720174	-0.681080333	-0.248980951	-0.022223709	-0.00495817100000007	3.346640853	0.787295061	0.132956503	-0.213431661	0.744538012	0.197644542	-0.213024951	0.534306418	-0.160454762	-0.118259068	1.959106137	0.512163476	0.357861084	-0.201955761	0.339608202	0.332093434	0.197006042	-0.339085322	0.018862922	0.468276693	-0.069268946	0.617011295	0.960138952	0.693385462	0.481458256	1.47657519	0.236340076	2.728045202	0.683722053	0.289118427	0.482778177	-0.501657577	0.37121225	1.172459169	0.308578898	-1.020935593	-0.284799082	0.452503666	-0.260684405	0.319927082	1.241249069	2.907142234	3.095298536	-0.212167238
VEGFR2	2.357480835	2.380887143	3.231045221	3.309986908	2.414932926	3.507860613	2.717706409	2.006549499	2.555587398	2.421135644	2.23894073	2.995644383	2.552653157	1.981947781	2.645021099	2.209069596	3.153251041	3.20558171	2.429505379	2.547932883	3.049083637	3.448504273	2.947181789	2.804970312	2.922209197	2.020443006	3.830685637	2.663834611	4.026705324	2.864967284	2.179970634	2.988823427	3.887166085	2.776377376	3.264934203	3.336334172	3.71908958	3.148776168	2.577960222	2.119552635	4.640164947	2.879399385	3.736061158	3.320884258	3.248742615	0.983748903	1.643132904	1.867337885	1.962702943	4.15848838	3.805089343	2.943202322	2.487821954	2.711754884	3.493217323	4.308420542	2.933451076	3.664426	1.589531551	2.151512763	2.285038993	2.78531091	3.903617098	2.543984241	3.923332197	2.858184306	3.027072442	3.723459657	3.231473576	3.255514258	2.37652889	2.70351991	3.229600331	4.809631988	3.164159267	2.206081351	3.592030711	2.96589994	3.244527964	3.714521789	4.623575657	2.593468747	2.693353363	3.881192489	1.947249885	2.620015473	3.297236599	3.008924014	3.387625169	2.928136404	3.10690395	3.572199829	2.90919899	3.061757537
IGFBP2	-1.103615657	-1.943268443	0.022457457	-0.301553926	-0.939856849	-1.037004722	-1.292844649	-1.200339974	-0.399690178	-1.167297974	0.0800712020000002	-1.745782333	-2.036584598	0.106151102	-1.826107113	-1.55578179	-0.850732745	-1.373717939	-2.453585019	-1.740030439	-2.251676425	-2.623143918	1.035524244	-1.618283327	0.120234539	-2.250352482	-2.682996532	-1.619681113	-0.011212805	-0.0146733240000001	-0.572768383	0.525721161	0.111626842	0.180329666	0.316402562	-1.451204431	0.000441028999999871	1.289815226	-1.199737721	-1.912014935	-0.191783349	-1.345459762	0.206252492	-0.280762874	-1.481566899	-0.205739421	-1.553351158	0.38776823	-0.642615557	0.0619245379999999	-1.715447141	-0.589749983	-0.415399708	-1.124792505	-0.820211718	1.120564197	-1.479035913	1.033401206	-0.189488862	0.32358924	0.160086917	-0.0444576290000001	0.441743223	-0.644753113	-0.536224369	-0.352634259	-1.355828779	-1.484645656	-0.809501011	-0.00210973300000006	-0.989483847	1.595151768	-1.432365617	1.53751309	0.292212145	-0.803049673	-0.477715903	0.0507265859999999	-0.67391817	1.405980271	0.25086764	-1.315442765	0.739212495	-1.503563315	2.353682412	-0.990728701	0.94748962	0.818657139	-0.677254624	-1.102731971	1.62351302	2.242836813	-1.754585975	1.592594024
Tau	-1.91889578	-0.931561127	-1.438855329	-0.49856725	-0.921863712	-0.747167308	-1.635446605	-1.890886444	-1.987096473	-0.801765808	-0.596114205	-1.013312639	-1.682791927	-0.886547872	-2.06436175	-1.964598109	-1.789887355	-0.388454081	-2.353228401	-1.85939075	-1.433208634	-1.735161133	-0.03613355	-1.948180509	-2.464779147	-1.522841801	-1.578426259	-0.72927703	-0.165490578	-2.401716417	-1.297956713	-0.875928082	-1.97715911	-1.678399246	-2.103568098	-1.823649372	-1.04569931	-1.898966458	-1.111387182	-1.523855686	-0.703750307	-1.587538284	-1.636896972	-2.023384693	-1.512978674	-0.357239339	-1.249209429	-1.795480488	-0.803373532	-1.474027871	-1.975435116	-1.265318353	-1.192254	-0.91702832	-1.54141929	-0.716456673	-0.660923286	-1.359515186	-1.470752804	-2.090876518	-2.292133715	-1.589663592	-1.329797414	-1.631939724	-1.154499807	-1.553925813	-1.600463508	-0.785094744	-0.396077613	-1.414421765	-0.28551589	-1.255994194	-1.086406715	-0.608807562	-1.139757131	-1.800127489	-1.356644738	-1.035565241	-0.967478178	-1.912570542	-0.966653708	-1.977695854	-0.921747241	-1.843450139	-1.313610091	-0.942595714	-1.596964819	-0.945757646	-1.872062839	-1.657819685	-0.601183651	-1.375912059	-1.026104909	-1.441782353
eIF4E	-0.30963777	-0.305443106	-0.146225878	-0.440581894	-0.167991603	-0.135893905	0.234790503	-0.120386854	0.102202985	-0.226940076	0.0361871310000002	-0.307340794	-0.11221047	0.106738059	0.32498546	-0.131701745	-0.293127004	-0.325315926	-0.4629753	-0.103646253	-0.307323983	0.513884028	0.087655245	0.724530623	0.229064232	0.170437177	-0.140800242	0.0552181559999999	-0.304166238	0.120421517	0.267851967	0.169586612	-0.00171650499999987	0.229927828	-0.36970898	-0.117408455	0.111880696	-0.0521360710000001	0.0448768319999999	-0.342077845	-0.280351254	-0.120377095	-0.151361193	0.12218738	0.20794808	-0.217660544	-0.0717479809999999	0.116324484	-0.423133821	-0.209758184	-0.318157711	0.129657861	0.098572849	-0.123532822	0.026499536	0.215571875	-0.181066385	0.070484209	-0.647568321	0.111748855	0.179675561	0.307161468	-0.0810769130000001	-0.100241464	0.092849843	-0.0478865300000003	0.209341425	0.114176954	0.043157621	-0.170822741	0.13914983	-0.153922257	-0.176027405	0.38080446	-0.076707244	0.05099446	0.107180856	-0.337314268	-0.101622781	-0.0941335679999999	0.278273053	0.22671406	-0.0879154980000001	-0.052357318	-0.285985275	-0.091352911	-0.13344438	0.179438122	0.243864265	0.0157624319999999	-0.23427918	0.118837373	-0.270420836	-0.010561444
p38_MAPK	-1.168859598	-1.341546045	-1.429700641	-1.172114419	-1.152401513	-1.217089791	-1.106824625	-1.084044522	-0.892106548	-0.540382105	-0.945484441	-1.133109693	-1.512310118	-1.375675689	-1.430559503	-1.435159133	-1.148059818	-1.863850452	-1.560843764	-1.316059982	-1.091718239	-1.070676096	-1.266220507	-0.694858163	-0.836880183	-0.74648176	-1.411094911	-1.129689297	-1.059535395	-0.334878299	-0.955164083	-0.769731142	-0.687210492	-0.718366501	-0.783361543	-1.091600894	-0.61862283	-1.099085735	-1.150974802	-0.751693038	-1.134860114	-1.056088544	-1.102993771	-0.745681203	-0.602177381	-1.388178998	-1.082043626	-0.983143475	-1.240776486	-1.387440785	-1.114099734	-1.365403268	-0.96040212	-0.99607037	-1.054609109	-0.429471925	-1.340102531	-1.715406744	-1.867940576	-0.842170269	-0.97965717	-0.758790907	-0.641061382	-0.980641321	-0.914614646	-1.05707053	-1.089669874	-1.094176416	-1.746561192	-0.956056923	-0.928667502	-0.932201523	-0.932917656	-1.534220282	-1.000407029	-1.083270705	-1.83992316	-1.223659538	-1.235527542	-1.188750265	-0.65583214	-0.895012735	-0.914860486	-0.48330505	-1.691227674	-0.860600913	-0.914038306	-0.942301685	-0.600859936	-0.856852498	-1.248820924	-1.221179845	-1.131732719	-1.315760566
Bax	-0.329176271	-0.180878028	-0.64791967	-0.309331601	-0.244303122	-0.221406883	-0.470717898	-0.243353946	0.030111332	-0.281526957	-0.337826425	0.151059883	-0.475131713	-0.304236574	-0.366032706	-0.333796004	0.018952074	-0.291475165	-0.339132368	-0.358432829	-0.132842541	-0.755822534	-0.052784268	0.497901804	-0.0872869970000001	0.364408688	-0.0490650819999999	-0.331132379	-0.311541194	0.570203299	-0.330632983	0.335653833	0.333219685	-0.0814876379999999	0.523174805	-0.332606601	0.364331185	-0.269800632	-0.042460013	0.391408873	-0.408665191	-0.116448699	-0.393310741	-0.021659774	0.342462735	-0.610550703	0.184291517	0.160508627	-0.180220515	0.100454451	-0.227984789	-0.428564804	-0.290254184	-0.114880961	0.389294328	0.387244628	-0.328766603	-0.180878028	-0.840433885	0.160173114	-0.167978274	-0.316464815	0.0276885499999999	-0.083628503	-0.256180945	-0.166533504	-0.355636448	-0.0405844810000001	-0.334468399	-0.511385437	-0.129128799	-0.483401223	-0.189245984	-0.396870251	-0.091018084	-0.012481245	-0.082274316	-0.155833188	0.034054589	-0.523177785	1.057396811	-0.065554023	-0.264796737	-0.411859716	-0.038519935	0.078080312	0.442796604	-0.558494041	0.455728438	0.298337557	-0.290018034	-0.324590614	-0.2650433	-0.282414462
Pea.15	-0.337392115	-0.348789964	-0.086568365	-0.337430421	-0.192950806	-0.02945431	-0.378804397	-0.143286146	-0.027524909	-0.0350399519999999	-0.411484499	0.019201449	-0.282545647	-0.385114793	-0.578356636	-0.576353177	-0.220901361	-0.364091859	0.189162483	-0.11857431	-0.399686176	-0.291123616	-0.071378326	0.057040905	-0.316012653	0.019468221	-0.076924525	-0.0832684650000002	-0.1449258	0.445881457	0.091839732	0.273198586	0.0247813100000001	-0.250475125	0.0265043190000001	-0.054462243	0.332818542	0.0618269769999999	-0.0870263790000001	-0.159686541	-0.307904622	-0.044200839	-0.340816629	0.039514335	-0.030695272	-0.195259571	-0.145845408	-0.115407801	-0.1449258	-0.074705604	0.03151206	-0.320370356	-0.226248944	-0.0427523810000001	-0.324915586	-0.485286579	0.295403054	0.186270034	-0.292653172	0.185510603	0.173871505	-0.0578825230000001	-0.256313748	-0.240763806	-0.176910784	-0.326297467	-0.115425715	0.03744191	-0.020583142	-0.0121111770000001	0.339776811	-0.219223716	-0.338736872	-0.390086041	-0.156779223	-0.314749764	-0.225371031	-0.048841181	-0.373150315	-0.573002949	0.261675091	-0.248819179	0.0943866099999999	-0.448115989	-0.418262746	0.319204288	-0.392148376	0.007681834	0.625641179	-0.0845224820000001	-0.334145831	-0.246672511	-0.121193771	-0.334807187
p27	-1.220215897	-0.692021842	-1.523944922	-1.128404389	-1.154026927	-1.363687006	-1.231267579	-0.741297301	-1.40487106	-0.906235147	-1.160065443	-1.252690959	-0.53463315	-1.000458986	-1.257769328	-1.128879792	-0.385049077	-1.471598336	-0.753489592	-0.772568986	-0.476424676	-1.344703825	-0.772103545	-0.763058284	-1.004201966	-0.463648849	-1.243301129	-0.81016478	-1.591841554	-0.321598747	-1.004067053	-0.523636853	-0.576617333	-0.66503111	-0.643525492	-0.821538443	-0.540203851	-0.0445058340000001	-0.746449319	-1.007220837	-0.714172594	-0.554803638	-0.787943602	-0.378964231	-0.818935674	-0.741595138	-0.668295411	-0.778547849	-0.913874379	-1.225858748	-0.133467603	0.180654904	-0.593588443	-0.495131672	-0.410493835	-1.204473456	-0.240429363	-0.283902678	-0.763235519	-0.951609371	-1.65591902	-1.020861824	-0.908465688	-0.460162206	-0.786930286	-0.770489633	-0.196027831	-0.910409958	-0.27943932	-1.306232497	-0.994918945	-1.040763767	-1.22397522	-0.714237788	-0.99461864	-0.948794384	-1.579171037	-1.222057971	-0.85158683	-0.864464218	-0.304610463	-0.686197061	-1.17876491	-0.902660422	-1.217544589	-0.269799825	-1.193965663	-0.23966102	-0.885025533	-1.371064167	-1.266976307	-0.709062639	-1.138148624	-0.92209883
Bcl.xL	-1.331872974	-1.407910623	-1.431159462	-1.488894092	-1.356308597	-1.34695634	-0.991665271	-1.312407923	-1.374474986	-1.415669868	-1.120170131	-1.198920814	-1.461882054	-1.284917185	-1.376910227	-1.583092105	-1.549575997	-1.423380567	-1.363291183	-1.357955022	-1.406530103	-1.357830205	-1.262466823	-1.517808679	-1.381064571	-1.422887024	-1.331090675	-1.455997125	-1.169625215	-1.175213509	-1.597414794	-1.159389734	-1.197595076	-1.164145313	-1.057294025	-1.156550649	-1.332879782	-1.339049331	-1.358305532	-1.333846178	-1.204612393	-1.309435467	-1.216628239	-1.174692666	-1.457215793	-1.30561899	-1.203956573	-1.284917185	-1.344031106	-0.905070305	-1.281614616	-1.26835129	-1.156159912	-1.37442247	-1.274591041	-1.243161713	-1.30955177	-1.210342771	-1.084144531	-1.432478331	-1.262681169	-1.178814301	-1.235337601	-1.390074065	-1.237567487	-1.429998416	-1.301306026	-1.456973525	-1.305876648	-1.177246237	-1.048862945	-1.418034156	-1.135434141	-1.52968804	-1.046917684	-1.180354575	-1.335552049	-1.104915499	-1.265544968	-1.306617321	-0.619018474	-1.276660751	-1.52437571	-1.282371595	-1.275001012	-1.223483623	-1.168575529	-1.422057611	-0.977112583	-1.175951503	-1.420544626	-1.112326577	-1.156841874	-1.323684024
XRCC1	-1.025315105	-1.008622473	-1.052776104	-1.01533869	-1.036106599	-0.908526442	-0.898361464	-0.961942755	-0.815247672	-1.23952136	-0.99366307	-1.052348846	-0.685675157	-0.516984827	-1.039966933	-0.986401185	-0.986026202	-0.908918289	-0.866497963	-0.570401561	-0.345089416	-0.924229976	-0.68132732	-0.874819041	-0.589957844	-0.598291862	-1.032345913	-1.116203628	-0.552082378	-0.27123696	-0.931260128	-0.821761332	-0.617691624	-0.773661676	-0.640717932	-1.146790698	-0.761464742	-0.593674409	-0.87117918	-0.993728438	-0.758758555	-0.83155778	-0.790656735	-0.446466587	-0.891083401	-0.515612365	-0.874495381	-0.768688066	-0.757728458	-0.604654294	-0.735238828	-0.825940056	-1.113715982	-0.957236851	-0.74366643	-0.634043206	-0.862084893	-0.882050878	-0.879317606	-0.909973285	-0.752387107	-0.7263709	-0.636666836	-0.819033592	-1.015245007	-0.85578605	-0.730352441	-0.849606863	-0.790144651	-0.74338833	-0.915215493	-0.866628652	-0.695101776	-0.862896427	-0.701168369	-0.883267155	-0.655164275	-0.944455629	-0.810621657	-0.706771534	-0.715059326	-0.571445352	-0.77382434	-0.720715904	-1.019940191	-0.579874112	-0.814917368	-0.591207141	-0.77395298	-0.698616954	-0.733974824	-1.008163953	-1.033309141	-1.083355574
Bim	-0.301193185	-1.104967331	-1.835837364	-1.794191264	-1.156517517	-1.602258124	-1.172601902	-1.079404631	-0.604132669	-1.214174967	-1.468262186	-1.596061168	-1.068880934	-0.335535747	-1.39502673	-1.418193956	-0.987782731	-1.352323371	-0.965539955	-1.209006185	-0.81501641	-1.174393448	-1.368511748	-1.130297347	-0.567207524	-0.674563387	-0.746551342	-1.26932908	0.229721723	-0.502357371	-1.514533722	-1.212905222	-0.0510956849999999	-0.305917221	-0.406754913	-0.707721191	-0.336183285	-0.181138087	-0.682515958	-1.423202374	-0.64176999	-0.812954194	-0.446634854	-0.222871702	-1.097631543	-0.905600173	-0.923078539	-0.950818321	-0.89060192	-0.838380643	-1.000893861	-0.482274238	-0.996162207	-1.211430515	-0.372116035	-1.240176847	-0.863087266	-0.599903842	-1.113095836	-0.919864859	-1.151357193	-1.446546448	-0.967598176	-1.235824173	-0.118055736	-0.767974484	-0.707136725	-1.321591236	-0.531254956	-0.58138891	-1.042834203	-1.27000613	-0.820871612	-1.636459894	0.040618628	-0.090238954	-0.405386499	-1.154787192	-1.26553769	-0.175958377	0.644056492	-0.277524011	-1.018023428	-0.493842844	-1.186462851	-0.196968215	-1.325385911	-0.630299554	-0.394231993	-0.78435662	-2.115860209	-0.108087686	-1.161105356	-0.630015078
Smac	-0.470730623	-0.748649421	0.32069848	-0.588173488	-0.429068536	-0.121132439	-0.339541739	-0.565708231	-0.648001585	-0.278046032	-0.438332571	-0.710550129	-0.215780865	-0.339657794	-0.631033812	-0.407528417	-0.591238911	-0.830460569	-0.779512633	-0.498236193	-0.479674132	-0.575104482	-0.400029128	-0.494113806	-0.707268354	-0.343547574	-0.483978756	-0.536991014	0.00594613500000001	-0.1575223	-0.483448156	0.0321531880000003	-0.125008588	-0.3881006	0.34919721	-0.203597252	-0.460258288	-0.069766227	-0.0570407960000001	-0.300591896	0.408227921	-0.401960741	-0.12593376	-0.196409913	-0.339394433	-0.609659483	-0.192223675	-0.199641804	-0.452493309	0.237301496	-0.094109754	-0.218815342	-0.214297568	-0.262666421	0.101586791	0.243432218	-0.140358639	-0.039519761	-0.925434541	-0.569876059	-0.351399056	0.0171852289999999	-0.0943420480000001	-0.43662229	-0.734530873	-0.273643349	-0.42804814	-0.124305587	-0.525503368	-0.135233979	-0.427399801	-0.10245424	0.102280615	-0.406445858	0.0495820020000001	-0.0195465890000001	-0.510717224	-0.175868519	-0.15859501	-0.244065869	1.227840417	-0.295303975	-0.237506294	-0.00287578800000003	0.160799261	0.035585165	-0.0196130820000001	-0.139906124	-0.324372747	-0.346752546	-0.477207967	-0.121046714	-0.613294375	-0.680518847
AMPK_alpha	-0.016441145	-0.408264093	-0.017799863	-0.0542157709999999	0.265116398	0.240650627	-0.197207839	0.063272779	0.149563324	-0.108762935	0.209475264	-0.160968972	0.220029702	-0.274721286	0.243693616	-0.109296906	-0.089845043	-0.09609315	0.0204485959999999	-0.101522544	-0.00358491300000005	0.0371839860000001	0.164137149	-0.419006125	-0.394677089	-0.22804564	-0.071924538	0.0402676099999998	0.166427394	0.467074129	0.318468246	-0.149502035	-0.270498292	-0.04755732	-0.105581747	0.041960197	0.0293780569999997	0.436995318	-0.0101841660000001	0.138175305	0.367852294	0.187964603	0.00486463399999992	0.331490789	-0.049271637	0.253585385	-0.039201796	-0.187910015	0.245095442	0.206859438	0.169008387	0.32149124	0.340344519	0.0807250639999999	-0.138982633	-0.500912322	0.298756473	0.73352759	-0.268645406	0.338503223	0.195162431	0.504851829	0.453089213	0.225009481	0.155908467	-0.183987833	0.374272198	0.00294842899999997	-0.00235983100000003	0.0606103079999999	0.452379894	0.19325521	-0.164922422	0.242458711	-0.039087947	-0.217033827	0.01529667	-0.723646904	0.158280338	-0.510361284	0.214704298	-0.211451118	0.0631691089999999	0.13624035	-0.002816413	-0.210861143	-0.658742296	-0.211284436	0.632897179	0.193848628	0.113375039	-0.279784127	-0.118515358	-0.329436188
