TCGA.C8.A12P.01	TCGA.A8.A08X.01	TCGA.AN.A0FV.01	TCGA.A8.A076.01	TCGA.A8.A09G.01	TCGA.A2.A04W.01	TCGA.BH.A0EE.01	TCGA.AO.A0JE.01	TCGA.C8.A12Q.01	TCGA.A8.A07I.01	TCGA.A8.A094.01	TCGA.E2.A159.01	TCGA.AN.A04D.01	TCGA.B6.A0IQ.01	TCGA.AN.A0FL.01	TCGA.A2.A04P.01	TCGA.AR.A0TS.01	TCGA.AN.A0XU.01	TCGA.AR.A0TP.01	TCGA.BH.A0E0.01	TCGA.A2.A0SX.01	TCGA.BH.A18V.01	TCGA.AO.A12F.01	TCGA.AR.A1AJ.01	TCGA.A2.A0YM.01	TCGA.A2.A0ST.01	TCGA.A2.A0CM.01	TCGA.C8.A134.01	TCGA.AN.A0XT.01	TCGA.BH.A0BJ.01	TCGA.A1.A0SH.01	TCGA.BH.A0H6.01	TCGA.AR.A1AK.01	TCGA.BH.A18H.01	TCGA.BH.A0BV.01	TCGA.C8.A132.01	TCGA.A2.A0YI.01	TCGA.A2.A0CQ.01	TCGA.BH.A0B4.01	TCGA.BH.A0DP.01	TCGA.BH.A0E7.01	TCGA.AO.A12A.01	TCGA.BH.A0BS.01	TCGA.BH.A0BQ.01	TCGA.A2.A0EV.01	TCGA.A8.A0A4.01	TCGA.E2.A1B6.01	TCGA.BH.A0GY.01	TCGA.BH.A0BA.01	TCGA.B6.A0RM.01	TCGA.A2.A0SU.01	TCGA.E2.A15J.01	TCGA.E2.A1BC.01	TCGA.A8.A07F.01	TCGA.E2.A15O.01	TCGA.E2.A14Z.01	TCGA.BH.A0BM.01	TCGA.BH.A0HK.01	TCGA.BH.A0H7.01	TCGA.A2.A0YL.01	TCGA.BH.A0BP.01	TCGA.AR.A1AS.01	TCGA.E2.A14Q.01	TCGA.E2.A10E.01	TCGA.AN.A0XO.01	TCGA.E2.A15P.01	TCGA.B6.A0X0.01	TCGA.A2.A04N.01	TCGA.A8.A091.01	TCGA.A8.A099.01	TCGA.B6.A0RQ.01	TCGA.A8.A09I.01	TCGA.A8.A09M.01	TCGA.A8.A082.01	TCGA.E2.A14W.01	TCGA.BH.A18L.01	TCGA.A8.A06N.01	TCGA.AR.A0TT.01	TCGA.A8.A07W.01	TCGA.AO.A03O.01	TCGA.E2.A14O.01	TCGA.BH.A0BF.01	TCGA.AN.A041.01	TCGA.E2.A10A.01	TCGA.AR.A0TY.01	TCGA.E2.A107.01	TCGA.A2.A0YH.01	TCGA.E2.A109.01	TCGA.BH.A18F.01	TCGA.AN.A0FF.01	TCGA.A8.A09R.01	TCGA.C8.A12M.01	TCGA.AN.A0AM.01	TCGA.AN.A0AS.01
Amp_21	-0.59906	0.87149	0.042712	1.7076	0.00097064	0	0.62115	-0.45683	-0.010615	0.69253	0.75261	0.2559	0.74309	-0.18534	1.5215	0.085775	0.49013	0.049256	1.3	0.41396	0.32785	2.2867	0.94303	0.10307	1.0812	0.033097	0.65922	0.86116	0.017674	0.00080032	0.46693	3.3567	0.78396	0.47393	0.050133	0.10176	0.0051359	0	2.4896	0.33157	1.5672	0.015273	0	-0.00047868	0.004275	-0.00092215	0.15577	3.0337	0.3045	3.2154	0.0001008	0.74366	-0.00041585	0.51468	2.2032	1.6622	0.00083195	-0.013953	4.1714	-0.016319	0.75242	0.047657	0.0055529	0.0051359	0.19071	0.017124	0.021443	2.2304	1.4716	0.023145	-0.0033243	0.73796	0.44545	0.77367	0.7042	5.3891	2.4398	0.44799	4.5275	3.7283	0.78292	0.067232	3.538	0.013783	-0.22059	0.30509	2.0383	2.6809	0.010146	0.0019706	0.84842	2.1727	0.13499	1.4267
Amp_22	-0.59906	0.87149	0	1.7076	0.00097064	0	0.62115	0.017124	-0.010615	0.69253	0.76696	0.2559	0.74309	-0.18534	1.4924	0.085775	0.49013	0.080168	1.3	0.41396	0.32785	1.0512	0.94303	0.10307	1.0812	0.033097	0.65922	0.86116	0.017674	0.00080032	0.46693	3.3567	0.78396	0.47393	-0.65013	0.10176	0.0051359	0	2.4896	0.33157	1.5672	0.015273	0	-0.00047868	0.004275	-0.00092215	0.15577	3.0337	0.3045	3.1971	0.0001008	0.74366	-0.00041585	0.51468	2.2032	1.6622	0.00083195	-0.013953	4.1714	-0.016319	0.75242	0.047657	0.0055529	0.0051359	0.19071	0.017124	0.021443	2.2304	1.4716	0.023145	-0.0033243	0.73796	0.44545	0.77367	0.7042	5.2491	2.4398	0.44799	4.5275	2.6085	0.78292	0.067232	1.6699	0.013783	-0.22194	0.30509	2.0383	3.838	0.010146	0.0019706	0.84842	2.1727	0.13499	1.4267
Amp_23	6	0.87149	0	1.7076	0.00097064	0	0.62115	0.017124	-0.0056804	0.69253	0.76696	0.25277	2.5634	0.48561	1.7022	0.085775	0.49013	0.59777	1.3	0.41396	1.1149	1.2492	0.94303	0.10307	1.0812	0.033097	0.65922	0.86116	0.017674	0.00080032	0.46693	3.3257	0.78396	0.47393	0.052572	0.10176	0.0051359	0	2.4896	0.33157	1.5672	0.015273	0	-0.00047868	0.004275	-0.00092215	0.15577	3.7082	0.30916	3.1697	0.0001008	1.4369	-0.00041585	0.51468	2.2032	1.6974	0.00083195	-0.013953	3.7339	0.0052749	0.75242	0.047657	-0.0085067	0.0051359	0.19071	0.017124	0.021443	2.2295	1.4716	0.023145	-0.0033243	0.73796	1.7422	0.77367	0.7042	3.0522	2.4398	0.44799	4.3361	3.3065	0.78292	0.42654	0.49613	0.013783	1.48	0.30509	2.2152	2.759	0.010146	0.0019706	0.82119	2.0713	0.1498	1.4267
Amp_24	3.0536	0.87149	0	1.7076	0.00097064	0	0.62115	0.017124	-0.0056804	0.69253	0.76696	0.25277	2.5634	0.48561	1.7022	0.084187	0.66217	0.51281	1.3	0.41396	0.34697	2.3574	0.94303	0.10307	1.0546	0.033097	0.65922	0.86116	0.017674	4.5438e-05	0.46693	3.3257	0.78396	0.47393	0.052572	0.10176	0.0051359	0	2.4896	0.33157	1.5672	0.015273	0	-0.00047868	0.004275	-0.00092215	0.15577	4.0854	0.30916	3.1697	0.0001008	0.74157	-0.00041585	0.51468	2.2032	1.6974	0.00083195	-0.013953	3.7339	0.0052749	0.75242	0.047657	-0.0085067	0.0051359	0.19071	0.017124	0.021443	2.2295	1.4716	0.023145	-0.0033243	0.73796	1.7422	0.77367	0.7042	6	2.4398	4.1997	4.3361	3.3065	0.78292	0.42654	0.97143	0.013783	0.97543	0.30509	2.2152	2.759	0.010146	0.0019706	1.0085	2.0713	0.11949	1.4267
Amp_25	4.0801	0.87149	0	1.7023	0.00097064	0	0.62115	3.5431	-0.0056804	0.69253	0.76696	0.25277	1.716	0.47588	2.2165	0.5567	0.66217	0.51281	1.112	0.41396	0.34697	2.3974	0.94303	0.10307	1.0546	0.09819	0.71642	0.86116	0.017674	4.5438e-05	0.46693	3.2848	0.78396	0.47393	0.052572	0.093876	0.0051359	0	2.4896	0.33157	1.5649	0.015273	0	-0.00047868	0.004275	-0.00092215	0.15577	4.7418	0.30916	3.1174	0.0001008	0.74157	-0.00041585	0.51468	1.55	1.6974	0.00083195	-0.013953	3.7339	0.0052749	0.75242	0.034709	0.016286	0.0051359	0.19071	0.017124	0.021443	2.2295	1.4716	0.023145	-0.0033243	0.73796	1.7422	0.78755	1.3033	5.6581	2.4398	4.2217	4.3361	4.7697	0.78292	0.38923	-0.9389	0.015932	-0.70818	0.30509	2.2152	2.7519	0.010146	0.0019706	1.0085	2.0881	0.15965	1.4267
Amp_26	6	0.87149	0.051724	1.7023	0.00097064	0	0.62115	2.1356	0.0089912	0.65743	0.76696	0.25277	1.716	0.55036	2.2165	0.63917	0.66217	1.2076	1.8409	0.41396	0.34697	2.3974	0.94303	0.10307	1.0546	0.09819	1.3283	0.86116	0.017674	-0.015095	0.46693	3.2452	0.78071	0.47393	0.052572	0.093876	0.0051359	0	2.4896	0.33157	1.5649	-0.0098526	0	-0.00047868	0.004275	-0.00092215	0.15577	4.6287	0.30916	3.1174	0.0001008	0.74157	-0.00041585	0.51468	1.55	1.6974	0.00083195	-0.013953	3.7339	0.0052749	0.75242	0.070462	0.016286	0.0051359	0.37002	0.017124	0.021443	2.2295	1.4716	0.023145	-0.0033243	0.73796	1.7422	0.78755	0.098082	4.9505	2.4398	0.37429	4.3361	3.02	0.78292	0.44257	1.302	0.015932	2.7542	0.30509	2.1429	2.6477	0.010146	0.0019706	0.71653	1.9193	0.15965	1.4267
Amp_27	6	0.29537	0.49975	1.601	0.00097064	0	0.62115	1.8214	0.0089912	0.68061	0.76696	0.25277	0.67734	-0.16688	2.606	1.1801	0.66217	-0.30663	1.8409	0.41396	0.34697	0.91779	0.94303	0.10307	1.0546	0.09819	0.7593	0.86116	0.017674	-0.022607	0.5109	3.2452	0.78071	0.49517	0.06654	0.093876	0.0051359	0	2.4896	0.30879	1.5649	-0.0098526	0	-0.00047868	0.004275	0.0097276	0.15577	4.6287	0.85317	3.1204	-0.012062	0.74157	-0.00041585	0.51468	0.67819	1.6974	0.00083195	-0.013953	3.7339	0.0052749	0.68585	0.070462	0.016286	0.0051359	0.37002	0.017124	0.021443	2.2295	1.4767	0.023145	-0.0033243	0.73019	1.8462	0.78755	0.094944	4.3449	2.4398	-0.36914	4.0406	2.5772	0.78292	0.44257	-1.1215	-0.027124	-0.73567	0.30509	2.1429	0.19203	0.010146	0.0019706	0.71464	1.9193	0.14652	1.4267
Amp_28	0	0.53213	-0.39521	-0.33613	0.0095883	-0.069536	0.26687	-0.0008316	-0.0031465	-0.67712	0.77524	0.78408	0.71415	0.76945	2.1928	0.26936	0.31193	1.0302	0.0067517	0.0047744	0.12344	0.90447	0.59188	0.25215	0.38188	0.17203	1.2076	-0.55477	0.0030423	-0.0030574	0.014054	0.0061815	0.72355	0.14572	-0.2661	-0.34285	-0.026145	-0.01354	0.060508	-0.0037395	0.16133	0.22465	-0.0060904	-0.010323	0.34808	0.008892	-0.011611	0.6994	-0.36321	-0.0048763	-0.00031506	-0.0024938	-0.059269	0.0090474	0.70307	-0.023536	-0.0031859	0.010285	0.38341	0.0041382	0.2417	-0.052833	-0.0022168	-0.0024938	-0.043286	-0.0085766	0.0033393	0.0020805	-0.0042929	0.015208	-0.0044409	0.22839	0	0.0075307	-0.016139	0.1939	-0.58559	0.24544	-0.021373	0.6328	0.17166	0.036564	0.0096677	-0.018216	0.070335	0.27651	-0.00069303	0.034412	0.008892	0.0066942	-0.39623	-0.24016	0.015581	0.29676
Amp_29	0	-0.06719	1.227	-0.33613	0.0095883	-0.069536	0.26687	-0.0008316	0.078109	-0.00088721	0.10278	-0.29059	-0.0031859	3.3617	0.0051359	-0.019466	-0.18371	-0.6518	0.0067517	0.013911	0.11911	0.19478	0.59188	0.27995	-0.036846	0.037991	0.33215	0.033972	0.0030423	-0.22649	0	0.0061815	0.0053302	0.14572	-0.2661	-0.18446	0.031014	-0.012576	-0.024393	-0.011198	0.15771	0.22465	-0.0060904	-0.0031103	-0.33828	-0.017247	-0.011611	-0.041518	-0.34771	-0.0048763	-0.00031506	-0.0024938	-0.059269	0.0090474	-0.0085348	-0.3447	-0.0035227	0.010285	-0.066351	0.0041382	0.099579	-0.039322	-0.0054497	-0.0024938	-0.059	-0.59818	0.0033393	0.0020805	-0.0042929	0.015208	0.013213	-0.11443	0	0.0075307	0.010006	0.1939	-0.58559	0.1474	-0.03384	0.6328	0.17166	0.067193	0.0096677	-0.018216	0.016006	0.27651	-0.00069303	0.034412	0.008892	0.0066942	-0.41562	-0.24016	0.015581	1.3069
Amp_30	0	-0.070933	0.48386	-0.34769	0.0095883	-0.069536	0.27127	-0.0008316	0.078109	0.01782	0.10278	-0.29059	-0.0031859	-0.38775	-0.013922	-0.16678	-0.18371	-0.63699	0.0067517	0.36264	0.11911	-0.4217	-0.48018	1.1003	0.01447	0.037991	0.33215	0.033972	-0.0020415	-0.22649	0.019506	0.0061815	-0.0086187	0.14572	-0.2661	-0.1184	-0.023665	-0.012576	0.00097064	-0.011198	0.15771	0.22465	-0.0060904	-0.0031103	-0.33828	0.012934	-0.011611	-0.041518	-0.34312	-0.00073697	-0.00031506	-0.0024938	-0.059269	0.0090474	-0.0085348	0.31434	-0.0035227	0.010285	-0.066351	0.011679	0.099579	-0.039322	0.0072217	-0.0024938	-0.059	-0.61938	0.0033393	0.0020805	-0.0042929	0.015208	0.0037465	-0.11443	0	0.0079175	0.010006	0.1939	-0.58559	1.2474	-0.03384	0.6328	0.17166	0.067193	0.0096677	-0.018216	0.016006	0.27651	-0.00069303	0.034412	0.008892	0.0066942	-0.41562	-0.24016	-0.1233	0.58524
Amp_31	0	-0.070933	0.50409	-0.34769	0.0095883	1.2095	0.27127	-0.0008316	0.078109	0.01782	0.10278	-0.29059	-0.0031859	-0.38775	-0.013922	-0.16678	-0.18371	-0.22198	0.0067517	0.013353	0.11911	-0.032349	-0.48018	1.1003	0.01447	0.037991	0.33215	0.033972	-0.0020415	-0.22649	0.019506	0.0061815	-0.0086187	0.14572	-0.2661	0.25308	-0.023665	-0.012576	0.00097064	-0.011198	0.15771	0.22465	-0.0060904	-0.0031103	-0.34315	0.012934	-0.011611	-0.041518	-0.34312	-0.00073697	-0.00031506	-0.0024938	-0.059269	0.0090474	-0.0085348	0.31434	-0.0035227	0.010285	-0.066351	0.011679	0.099579	-0.039322	0.0072217	-0.0024938	-0.059	-0.61938	0.0033393	0.0020805	-0.0042929	0.015208	-0.0047114	-0.11443	0	0.0079175	0.010006	0.1939	-0.58559	1.2474	-0.03384	0.6328	0.17166	0.067193	0.0096677	-0.018216	0.016006	0.27651	-0.00069303	0.034412	0.008892	0.0066942	-0.41562	-0.24016	2.5206	0.58524
Amp_32	0	-0.050911	-0.39632	-0.34769	0.0095883	0.02041	-0.5937	-0.0008316	0.078109	0.72803	-0.041159	-0.27989	-0.01409	-0.38775	0.75261	-0.31694	-0.13626	-0.54239	0.0067517	0.40022	0.11911	-0.41651	-0.95362	-0.1637	-0.02151	0.011483	0.36216	-0.43918	-0.0020415	-0.2963	0.024866	0.0061815	-0.0086187	0.018466	-0.2661	-0.32286	-0.041662	-0.012576	0.0034687	-0.011198	0.15771	0.22465	0.0078399	-0.026828	-0.012878	0.012934	-0.011611	-0.065048	-0.3368	-0.021965	-0.0081623	-0.0024938	-0.06652	0.0090474	-0.00013862	0.20626	-0.0035227	0.010285	-0.066351	0.011679	-0.30533	-0.0098841	0.0072217	-0.0024938	-0.059	-0.61938	0.0060887	0.0020805	-0.0042929	0.015208	0.00023998	-0.16539	0.36346	0.0040707	-0.64659	0.1939	-0.56892	-0.060751	-0.061041	0.38254	0.17166	0.09275	0.0096677	-0.037372	-0.52474	0.27651	-0.0071867	0.0048172	-0.0085643	0.0069724	-0.41502	-0.42309	0.17407	0.54718
Amp_33	-0.23753	-0.14245	0.0182	0.0026357	0.012655	0.19016	-0.2875	-0.0083005	-0.45268	0.0017473	-0.44091	0	-0.0055618	-0.065418	-0.0034692	0.26135	-0.0022088	0.64873	-0.88661	0.00597	-0.17312	0.38531	-0.64499	-0.02049	-0.082269	0.67872	0.12001	0.026092	0.72295	0.30423	0.0084777	-0.00024743	-0.0028757	0	0.059616	-0.33973	0.71999	-0.0099565	-0.015126	0.24871	-0.00012426	0.28418	0.0080567	-0.0039406	-0.005841	0.0012481	0.05025	0.32694	-0.37936	0.001759	-0.00031506	-0.0015243	0.49562	0.48268	-0.0048461	-0.33618	-0.007472	0.00027728	0.3363	0.0011093	2.0945	-0.048812	0.015473	-0.00069303	-0.046448	-0.00041585	0.54054	-0.0084578	0.48389	-0.011412	-0.0008316	-0.69169	0.12231	0.78116	0.0095997	-0.12369	0.35088	-0.063437	3.0385	-0.051721	0.46895	0.068522	-0.29997	-0.020549	-0.0041546	-0.01006	0	-0.31229	0.0029133	0.0028033	0.062885	-0.33768	0.55018	0.15457
Amp_34	0.49581	-0.080386	-0.34184	0.0026357	0.012655	0.0078449	0.0049861	0.95836	3.2929	0.042675	0.12005	0	-0.0055618	-0.0018014	0.073546	0.13818	-0.0022088	-0.63282	0.02127	0.00597	-0.17312	0.44659	3.7613	-0.02049	0	0.018027	-0.3182	0.026092	0.0048481	0.30423	0.062086	0.0029857	1.0404	0	4.8117	0.066945	-0.018902	-0.0099565	0.028481	0.24871	0.011261	0.26937	0.0030904	-0.0039406	-0.005841	-0.029448	0.05025	0.32694	0.3409	0.001759	-0.00031506	-0.0024938	-0.46652	0.48268	3.7765	-0.025483	-0.0071958	0.78968	0.3363	0.0029133	-0.042506	-0.048812	0.015473	-0.074411	-0.046448	-0.012676	0.54054	0.0053989	-0.51938	-0.011412	-0.0008316	0.77665	0.21914	-0.74368	0.046769	3.4611	0.57237	-0.063437	-0.25394	-0.0029091	5.3498	0.48699	-0.13502	-0.079343	0	-0.033098	0	-0.39177	0.0029133	0.0028033	-0.40045	-0.76475	-0.1155	0.15457
Amp_35	0.49581	-0.080386	-0.34184	0.0026357	0.012655	0.0078449	0.0049861	0.72314	2.3339	0.042675	0.12005	0	-0.0055618	-0.0018014	0.073546	0.59185	-0.0022088	-0.63282	0.02127	0.00597	-0.17312	0.41994	4.3528	-0.02049	0	0.018027	-0.3182	-0.60419	0.0048481	0.30423	0.062086	0.0029857	3.9325	0.22246	4.0924	0.066945	0.35104	-0.0099565	0.028481	0.24871	0.011261	0.26937	0.0030904	-0.0039406	-0.005841	1.2069	0.05025	0.32694	0.54357	0.00031465	-0.00031506	-0.0024938	0	0.48268	6	-0.025483	-0.0071958	2.0183	0.3363	0.0029133	-0.042506	-0.048812	0.015473	0.62388	-0.046448	-0.012676	0.54054	0.0053989	6	-0.011412	-0.0008316	0.054233	0.21914	6	0.046769	3.4264	0.57237	-0.063437	6	3.6863	5.3498	0.48699	-0.13502	-0.056205	0	1.0727	0	2.233	0.0029133	0.0028033	-0.40045	2.0354	-0.1155	0.98618
Amp_36	0.49581	-0.080386	-0.34184	0.0026357	0.012655	0.0078449	0.0049861	0.72314	2.3339	0.042675	1.2317	0	-0.0055618	-0.0018014	0.073546	0.59185	-0.0022088	-0.63282	0.02127	0.00597	-0.17312	0.41994	4.3528	-0.02049	0	-0.046462	-0.3182	-0.60419	0.0048481	0.30423	0.062086	0.0029857	5.1361	0.22246	6	0.066945	0.35104	-0.0099565	0.028481	0.24871	0.011261	0.26937	0.0030904	-0.0039406	-0.005841	0.77176	0.05025	0.32694	-0.17708	0.00031465	-0.00031506	-0.0024938	0	0.48268	-0.75037	-0.025483	-0.0071958	2.0183	0.3363	0.0029133	-0.042506	-0.048812	0.015473	0.61262	-0.046448	-0.012676	0.54054	0.0053989	0.54334	-0.011412	-0.0008316	1.0949	0.21914	6	0.046769	5.0812	0.57237	-0.063437	4.2828	5.0172	5.3086	0.48699	-0.13502	-0.056205	0	1.0727	0	2.233	0.0029133	0.0028033	-0.40045	1.03	-0.1155	0.98618
Amp_37	0.49581	-0.061017	0.54733	0.0026357	0.012655	0.0078449	0.0049861	0.72314	-0.40642	1.1783	0.60034	0	-0.0055618	-0.0018014	0.073546	0.59185	-0.0022088	-0.62355	0.02127	0.00597	-0.14201	0.41994	-0.61785	0.0055529	0	-0.046462	-0.3182	-0.60419	0.0048481	0.30423	0.024847	0.0029857	-0.4091	0.22246	-0.63942	-0.36658	-0.0018014	-0.0099565	0.028481	0.24871	0.011261	0.26937	0.0030904	-0.0039406	-0.005841	0.77176	0.05025	0.32694	0.28347	0.00031465	-0.00031506	-0.0024938	0	0.48268	-0.75037	-0.025483	-0.0071958	-0.72095	-0.41605	0.0029133	-0.042506	-0.048812	0.015473	0.61262	-0.046448	-0.012676	0.54054	0.0053989	-0.51722	-0.011412	-0.0008316	-0.27559	0.21914	-0.75949	0.046769	-0.70827	0.57237	-0.063437	-0.2714	-0.46249	-0.44405	0.0871	-0.68746	-0.056205	0	-0.028047	0	2.688	0.0029133	0.0028033	-0.40045	-0.73363	-0.1155	0.98618
Amp_38	0.49581	-0.061017	0.54733	0.0026357	0.012655	0.0078449	0.0049861	0.72314	0.58896	1.1783	0.11653	0	-0.0055618	-0.0018014	0.073546	-0.47265	-0.0022088	0.21392	0.02127	1.536	-0.14201	1.2445	-0.61785	0.0055529	0	-0.046462	-0.3182	-0.60419	0.0048481	0.30423	0.024847	0.0029857	-0.4091	0.22246	-0.63942	-0.36658	-0.0018014	-0.0099565	0.028481	0.24871	0.011261	0.26937	0.0030904	-0.0039406	-0.005841	0.61281	0.05025	0.32694	-0.27635	0.00031465	-0.0021686	-0.0024938	0	0.48268	-0.75037	-0.025483	-0.0071958	-0.72095	0.014367	0.0029133	-0.042506	-0.048812	0.015473	0.61262	-0.046448	-0.012676	0.54054	0.0053989	2.4491	-0.011412	-0.0008316	1.0938	0.21914	-0.81961	0.046769	-0.70827	0.57237	0.86572	-0.2714	-0.46249	-0.44405	0.0871	-0.74686	-0.056205	0	-0.59161	0	1.6532	0.0029133	0.0028033	-0.40045	-0.73363	-0.1155	0.98618
Amp_39	0.20137	-0.061017	6	0.0026357	0.012655	0.0078449	0.0049861	0.79452	1.4442	3.1489	0.15054	0	-0.0055618	-0.0018014	0.073546	-0.47265	-0.0022088	0.21392	0.02127	1.536	-0.14201	0.37672	-0.61785	-0.12388	0	-0.046462	-0.3182	0.026514	0.0048481	0.30423	0.024847	0.0029857	-0.4091	0.22246	-0.63942	-0.36658	-0.41333	-0.0099565	0.028481	0.24871	0.011261	0.26937	0.0030904	-0.0039406	-0.005841	0.69223	0.05025	0.32694	-0.37373	0.00031465	-0.0021686	-0.0024938	0	0.4854	-0.75037	-0.025483	-0.0071958	0.078727	-0.36127	0.0029133	-0.042506	-0.048812	0.015473	1.9277	-0.046448	-0.012676	0.54054	0.0053989	-0.52767	-0.011412	-0.0008316	0.72565	0.21914	-0.81961	0.046769	-0.70827	-0.57723	0.86453	-0.2714	-0.46249	-0.44405	0.0871	-0.64503	0.78582	0	-0.59161	0	-0.28713	0.0029133	0.0028033	-0.40045	-0.73363	-0.1155	2.0429
Amp_40	0.20137	-0.061017	-0.83115	0.0026357	0.012655	0.0078449	0.0049861	0.79452	-0.45064	-0.70616	-0.43571	0	-0.0055618	-0.0018014	0.073546	-0.47265	-0.0022088	0.21392	0.02127	1.536	-0.14201	0.37672	-0.61785	-0.12388	-0.040786	-0.046462	-0.3182	0.026514	0.0048481	0.30423	0.024847	0.0029857	-0.4091	-0.25532	-0.63942	-0.36658	-0.41333	-0.0099565	0.028481	0.24871	0.011261	0.26937	0.0030904	-0.0039406	-0.005841	-0.6232	0.05025	0.32694	-0.37373	0.00031465	-0.0021686	-0.0024938	0	0.4854	-0.75037	0.019923	-0.0071958	-0.034768	-0.40791	0.0029133	-0.042506	-0.048812	0.030029	-0.70953	-0.046448	-0.012676	0.54054	0.0053989	-0.52767	-0.011412	-0.0008316	0.32672	-0.64208	-0.81961	0.046769	-0.70827	-0.072541	0.29739	-0.2714	-0.46249	-0.44405	0.0871	-0.64503	-0.0029091	0	-0.59161	0	2.2547	0.0029133	0.0028033	-0.43869	-0.73363	-0.1155	0.64598
Amp_41	0.20137	-0.061017	3.8029	0.0026357	0.012655	0.0078449	0.0049861	0.79452	1.1788	-0.70427	-0.43571	0	-0.0055618	-0.0018014	0.37808	-0.45545	-0.0022088	0.21392	0.02127	2.8089	-0.11103	0.37672	-0.63216	-0.12388	-0.040786	-0.046462	-0.3182	0.026514	0.0048481	0.30423	-0.018519	0.0029857	-0.4091	-0.25928	-0.63942	-0.36658	-0.41333	-0.0099565	-0.057667	0.24871	0.011261	0.26937	0.0030904	-0.0039406	-0.005841	-0.6232	0.05025	0.32694	-0.37373	0.00031465	-0.51571	-0.0024938	0	0.4854	6	0.019923	-0.0071958	-0.74551	-0.40791	0.0029133	-0.042506	-0.048812	0.030029	-0.70953	-0.046448	-0.012676	0.54054	0.0026357	-0.52767	-0.011412	-0.0008316	1.982	-0.64208	-0.81961	0.046769	-0.70827	-0.59536	-0.25431	-0.2714	0.0075	-0.44405	0.0871	-0.64503	0.90895	0	-0.59161	0	-0.27599	0.0029133	0.0028033	-0.43869	-0.73363	-0.1155	-0.057037
Amp_42	0.052383	-0.19302	-0.39987	0.36789	-0.51764	0.09863	-0.60113	0.033972	0.040993	0.021827	0.20503	-0.27344	0.012097	0.091445	-0.84835	-0.24705	0.060365	0.29851	-0.0024078	0.41362	0	0.48427	1.6	-0.089434	0.97977	0.095574	-0.028212	0.074696	-0.004026	-0.010034	0.60106	0.0059034	0.34038	-0.10807	0.042782	0.013772	-0.0084385	0.0048579	0.0055529	0	0.15047	-0.011094	-0.0015243	0.041253	-0.35153	0.0033299	-0.027398	0.3454	0.489	0.021381	0.0055149	0	0.004719	-0.011956	0.74271	-0.33029	-0.0032431	0.0033328	-0.047901	0.0087528	-0.06142	0.027571	-0.56346	-0.0051579	0.22515	-0.635	-0.00016847	-0.0016629	-0.012906	0.022855	0.0049969	-0.16312	0.088692	0.0052749	-0.0026229	0.20678	0.50429	0.013769	-0.022332	0.84652	0.64605	-0.013953	0.046498	-0.82782	0.015028	0.56921	0.12859	0.78344	0.0077783	-0.0032956	0.0013359	0	5.8511	-0.048342
Amp_43	0.052383	-0.19302	-0.39987	0.36789	5.4073	0.09863	-0.5797	0.033972	-0.088413	0.021827	0.20503	-0.27344	0.012097	0.091445	-0.84835	-0.34241	0.060365	-0.50027	-0.0024078	0.41362	0	1.4136	1.6	-0.11417	0.97977	0.095574	0.4611	-0.51702	-0.004026	-0.010034	-0.0018456	0.0059034	0.34038	-0.10807	0.042782	0.013772	-0.0084385	0.0048579	0.0055529	0	0.15047	-0.011094	-0.0015243	0	-0.35153	-0.01807	-0.027398	0.3454	0.34171	0.00037196	0.0055149	0	0.004719	-0.011956	0.74271	-0.33029	-0.0032431	0.0033328	-0.034868	0.0087528	-0.71319	0.027571	-0.56346	-0.0051579	0.22515	-0.61489	-0.00016847	-0.0016629	-0.012906	0.022855	0.0049969	-0.18359	0.2084	0.0052749	-0.0026229	0.20678	0.50429	0.013769	-0.022332	-0.46579	0.64605	-0.013953	0.046498	-0.82782	0.015028	0.56921	0.12859	0.098227	0.0077783	-0.47763	-0.0027619	0	0.062033	-0.048342
Amp_44	0.052383	-0.19302	-0.39987	0.36789	-0.54073	0.09863	-0.57555	0.033972	-0.088413	0.0085577	0.20503	-0.27344	0.014827	0.091445	-0.84403	1.1656	0.060365	0.89347	0.01079	0.41362	0	1.3197	1.2414	-0.11417	0.97977	0.095574	0.0074286	-0.51702	-0.004026	-0.010034	-0.0018456	0.0059034	0.34038	-0.10807	0.042782	0.013772	-0.0084385	0.0048579	0.0055529	0	0.15047	-0.011094	-0.0015243	0	0.34044	-0.010094	-0.027398	0.3454	0.34171	0.00037196	0.0055149	0	0.004719	-0.0014112	0.74366	-0.33029	-0.0032431	0.0033328	-0.025994	0.0019376	-0.68387	0	-0.57043	0.027357	0.22515	-0.59711	-0.00016847	-0.0016629	-0.012906	0.022855	0.0049969	-0.0098185	0.2084	0.0052749	-0.0026229	0.20678	0.5023	0.013769	0.5713	-0.46579	0.65093	-0.013953	0.046498	0.0019418	-0.70639	0.56921	0.12859	0.098227	0.0077783	-0.47393	-0.029485	0	-0.036978	-0.023429
