TCGA.C8.A12P.01	TCGA.A8.A08X.01	TCGA.AN.A0FV.01	TCGA.A8.A076.01	TCGA.A8.A09G.01	TCGA.A2.A04W.01	TCGA.BH.A0EE.01	TCGA.AO.A0JE.01	TCGA.C8.A12Q.01	TCGA.A8.A07I.01	TCGA.A8.A094.01	TCGA.E2.A159.01	TCGA.AN.A04D.01	TCGA.B6.A0IQ.01	TCGA.AN.A0FL.01	TCGA.A2.A04P.01	TCGA.AR.A0TS.01	TCGA.AN.A0XU.01	TCGA.AR.A0TP.01	TCGA.BH.A0E0.01	TCGA.A2.A0SX.01	TCGA.BH.A18V.01	TCGA.AO.A12F.01	TCGA.AR.A1AJ.01	TCGA.A2.A0YM.01	TCGA.A2.A0ST.01	TCGA.A2.A0CM.01	TCGA.C8.A134.01	TCGA.AN.A0XT.01	TCGA.BH.A0BJ.01	TCGA.A1.A0SH.01	TCGA.BH.A0H6.01	TCGA.AR.A1AK.01	TCGA.BH.A18H.01	TCGA.BH.A0BV.01	TCGA.C8.A132.01	TCGA.A2.A0YI.01	TCGA.A2.A0CQ.01	TCGA.BH.A0B4.01	TCGA.BH.A0DP.01	TCGA.BH.A0E7.01	TCGA.AO.A12A.01	TCGA.BH.A0BS.01	TCGA.BH.A0BQ.01	TCGA.A2.A0EV.01	TCGA.A8.A0A4.01	TCGA.E2.A1B6.01	TCGA.BH.A0GY.01	TCGA.BH.A0BA.01	TCGA.B6.A0RM.01	TCGA.A2.A0SU.01	TCGA.E2.A15J.01	TCGA.E2.A1BC.01	TCGA.A8.A07F.01	TCGA.E2.A15O.01	TCGA.E2.A14Z.01	TCGA.BH.A0BM.01	TCGA.BH.A0HK.01	TCGA.BH.A0H7.01	TCGA.A2.A0YL.01	TCGA.BH.A0BP.01	TCGA.AR.A1AS.01	TCGA.E2.A14Q.01	TCGA.E2.A10E.01	TCGA.AN.A0XO.01	TCGA.E2.A15P.01	TCGA.B6.A0X0.01	TCGA.A2.A04N.01	TCGA.A8.A091.01	TCGA.A8.A099.01	TCGA.B6.A0RQ.01	TCGA.A8.A09I.01	TCGA.A8.A09M.01	TCGA.A8.A082.01	TCGA.E2.A14W.01	TCGA.BH.A18L.01	TCGA.A8.A06N.01	TCGA.AR.A0TT.01	TCGA.A8.A07W.01	TCGA.AO.A03O.01	TCGA.E2.A14O.01	TCGA.BH.A0BF.01	TCGA.AN.A041.01	TCGA.E2.A10A.01	TCGA.AR.A0TY.01	TCGA.E2.A107.01	TCGA.A2.A0YH.01	TCGA.E2.A109.01	TCGA.BH.A18F.01	TCGA.AN.A0FF.01	TCGA.A8.A09R.01	TCGA.C8.A12M.01	TCGA.AN.A0AM.01	TCGA.AN.A0AS.01
PRC1	-1.65488888888889	-1.36755555555556	-1.91566666666667	-1.75211111111111	-0.924111111111111	-2.24644444444444	-0.612555555555556	-1.56188888888889	-1.63922222222222	-0.814111111111111	-0.243666666666667	-1.14822222222222	0.386777777777778	-0.445444444444444	-2.24477777777778	-1.51711111111111	0.342111111111111	-0.123111111111111	0.346333333333333	-1.395	-1.05211111111111	1.21088888888889	-1.167	-0.898777777777778	-0.764555555555556	-1.54833333333333	-0.404888888888889	0.485	-1.77588888888889	-2.19588888888889	-2.33133333333333	-2.50388888888889	-1.89766666666667	-2.06844444444444	-1.78	-1.51433333333333	-3.19077777777778	-1.70766666666667	-1.26133333333333	-2.89422222222222	-2.18688888888889	-2.02066666666667	-3.18477777777778	-2.73811111111111	-1.34277777777778	-1.67366666666667	-2.42833333333333	-1.56633333333333	-2.57244444444444	-1.54788888888889	-1.69811111111111	-2.18633333333333	-4.22222222222222	-1.94622222222222	-1.14455555555556	-1.46377777777778	-3.59033333333333	-2.35366666666667	-1.88766666666667	-1.73766666666667	-1.99411111111111	-2.25266666666667	-1.67633333333333	-1.56433333333333	-1.95766666666667	-2.03577777777778	-2.36744444444444	-2.46555555555556	-1.70666666666667	-1.96744444444444	-3.65777777777778	-0.445555555555556	-0.467333333333333	-0.689777777777778	-0.590777777777778	-0.490555555555556	-2.15066666666667	-1.22888888888889	-0.567666666666667	-1.07455555555556	-1.70933333333333	-1.443	-1.76811111111111	-0.352333333333333	0.0425555555555556	-0.539	-1.18277777777778	-0.571222222222222	-1.23955555555556	-0.951111111111111	-0.910888888888889	-1.88966666666667	-0.185888888888889	-1.86011111111111
PRDM12	-1.2365	-0.1775	-0.842	-1.49	-0.6555	-0.8605	-1.5265	-1.291	-1.707	-2.8385	-1.0845	1.321	-2.411	-3.5655	-3.094	-2.2825	-1.3705	-1.6425	-1.9445	-1.1085	-3.643	0.2545	-1.6865	-1.1485	-0.318	-2.9115	-0.5735	-0.9885	-2.644	-2.2455	-2.305	-1.1615	-2.9275	-2.1335	-1.077	-0.788	-1.0035	-1.5275	0.498	-2.6565	-2.534	-2.6455	-2.8755	-1.997	-3.703	-2.5975	0.913	-1.9085	-2.1335	-1.9655	-1.211	-0.0035	-2.578	-2.3035	-1.2065	-3.2415	-2.3475	-1.8555	-1.928	-2.1	-1.505	-1.8355	-1.469	-2.0425	-2.1855	-1.7735	-0.803	-1.5755	-1.3605	-0.3455	-3.3315	-1.6835	-2.0015	-1.0185	-1.6665	0.1675	-2.45	-1.1215	-1.6335	-3.1845	-2.291	-2.975	-2.4115	-1.5445	-2.358	-1.841	-2.0095	-0.328	-1.8385	-1.972	-1.843	0.2285	-1.972	-2.1095
PRDM13	-4.556	-1.0595	1.481	-5.51	-5.1665	-4.24	-3.9115	-4.446	-5.0495	-3.614	-5.1345	-3.948	-5.0445	-3.2065	-1.979	-4.6685	2.787	-1.889	-3.043	-3.234	2.5635	0.729	0.4265	-1.8425	4.1685	-2.4395	-4.805	-2.7315	-3.786	-6.016	-3.947	-4.559	-4.9965	-5.7215	-3.255	-4.8705	-3.5295	-5.3995	-4.399	-4.775	-5.4865	-5.1565	-4.649	-4.67	-4.765	-4.493	-5.15	-4.383	-4.547	-4.467	-3.541	-4.7095	-4.7485	-5.123	-5.436	-5.1425	-4.6	-3.8165	-5.024	-4.217	-1.8685	-6.1105	-3.469	-3.472	-4.1465	-6.524	-4.549	-4.38	-4.49	-5.3555	-4.179	-4.2125	-3.9975	-4.586	-3.709	-5.0215	-3.885	-3.839	-4.6155	-1.5755	-4.358	-4.294	-4.7445	-4.0855	-1.1825	-4.633	-4.033	-4.0645	-3.5935	-5.019	-3.7075	-4.212	-3.9535	-3.3475
PRDM16	-0.427166666666667	-0.097	0.164	-1.4385	1.34783333333333	0.825	2.35483333333333	-0.714333333333333	-0.191333333333333	-0.628666666666667	-0.858666666666667	-1.22916666666667	-1.17	-0.8045	2.60033333333333	-0.9136	-0.276666666666667	-0.561833333333333	-1.35083333333333	-0.824333333333333	-0.939166666666667	-1.4705	-0.9995	1.57933333333333	-0.702833333333333	-0.477833333333333	-0.583333333333333	-0.4585	0.9605	0.132666666666667	0.098	-0.9374	0.156666666666667	-0.6125	-0.444666666666667	0.624333333333333	0.0486666666666667	-1.08733333333333	0.1715	-0.7448	-0.8955	-0.6362	-0.792833333333333	-0.358333333333333	-1.18733333333333	1.4976	0.782166666666667	-0.8866	-0.635333333333333	-0.968833333333333	-0.404333333333333	-1.13833333333333	-0.514	-1.01983333333333	-0.891166666666667	0.157166666666667	-0.248	-0.553	-0.741333333333333	0.0568333333333333	0.612666666666667	-2.00283333333333	-0.160833333333333	-0.449333333333333	-0.779666666666667	0.376166666666667	-1.1085	-0.0763333333333334	-0.580333333333333	-0.945833333333333	1.2142	-0.579	-0.372166666666667	-1.7335	-0.861166666666667	0.610833333333333	-1.7955	-0.3385	-1.731	-1.67466666666667	-0.837	-1.0045	0.0213333333333334	-1.21233333333333	-1.05016666666667	-0.243	-0.9945	-0.246833333333333	0.609833333333333	-0.076	-0.439	0.1505	1.1385	-1.59583333333333
PRICKLE2	0.612	0.2005	1.4025	1.071	0.67075	2.19925	-0.878	0.80925	0.09475	0.997	0.42625	0.5215	-2.11825	-0.66925	0.41925	0.03225	-0.1515	-1.315	0.057	-1.48575	0.64275	0.07575	0.528	-0.98175	-0.84375	-0.423	-0.817	-1.22375	-0.336	0.76025	1.79	0.25425	0.7615	-0.993	0.01325	1.974	0.6685	1.61125	0.46775	0.97175	1.575	1.07175	0.545	1.3335	2.0855	1.17025	0.96	0.714	1.13175	-0.4505	0.55275	1.07925	1.9135	-0.2335	-1.28	0.79675	1.5525	1.0925	0.9665	2.035	2.03025	1.4655	1.3145	1.68675	1.77775	0.5175	1.03425	1.49925	1.261	1.15825	1.8075	-0.307	-0.76575	-0.2885	0.6625	-1.286	-3.43825	-0.1365	-0.04175	-0.11325	0.736	0.74225	0.36825	0.91875	-1.20625	1.1285	0.641	-0.1715	1.812	0.72575	0.45275	-1.24425	1.2655	0.49775
PRKACB	0.153071428571429	-0.0197857142857143	-0.114	2.33942857142857	2.225	0.781785714285714	0.107857142857143	0.418571428571429	1.10835714285714	0.171357142857143	0.752785714285714	0.891142857142857	0.256142857142857	-0.604785714285714	1.22764285714286	0.495142857142857	0.798285714285714	-0.613714285714286	-0.484857142857143	0.333	0.906214285714286	-0.0961428571428571	0.354285714285714	0.284642857142857	-1.13728571428571	1.31578571428571	-0.431285714285714	-0.416571428571429	-0.286357142857143	4.14892857142857	0.339785714285714	0.0201428571428572	0.578357142857143	-0.0754285714285715	3.92042857142857	3.9465	1.12557142857143	-1.5545	1.13328571428571	-0.255357142857143	-1.68992857142857	-0.341428571428572	-0.0357142857142857	0.237571428571429	3.46971428571429	0.0772857142857142	0.700785714285714	0.896357142857143	-1.30221428571429	-1.26564285714286	0.255357142857143	-2.285	3.90942857142857	0.0135	-1.62364285714286	0.131642857142857	3.53228571428571	-1.03778571428571	0.376857142857143	0.284785714285714	0.368714285714286	-2.04485714285714	-0.548214285714286	-0.691214285714286	-1.05471428571429	-0.167071428571429	-2.05114285714286	-0.391857142857143	-0.346	-1.32285714285714	-0.663214285714286	-0.197714285714286	-0.123571428571429	-1.22735714285714	-0.342928571428571	0.0921428571428571	-0.275857142857143	0.782357142857143	-0.699857142857143	-0.380642857142857	-1.73628571428571	0.0311428571428571	2.76657142857143	0.147214285714286	-0.912214285714286	-0.00807142857142855	0.0683571428571429	0.282642857142857	-0.165857142857143	3.92207142857143	3.64471428571429	0.0987142857142857	-0.316142857142857	-0.844071428571429
PRKD1	-0.103166666666667	0.624166666666667	-0.0306666666666667	-0.302166666666667	-1.283	0.527166666666667	-0.1475	0.565833333333333	-0.373333333333333	-0.0973333333333333	-0.353	-0.8245	-2.833	0.0868333333333333	-2.38666666666667	-1.06416666666667	-1.14716666666667	-0.524	0.247833333333333	-2.16966666666667	0.312333333333333	-0.847833333333333	-1.256	-0.527	-0.938333333333333	-1.25416666666667	-0.997666666666667	-0.922333333333333	-0.4585	-0.544833333333333	1.112	-0.201666666666667	-0.3725	-1.6785	-0.654166666666667	0.342833333333333	-0.709833333333333	-2.15	0.131	0.0575	-1.00283333333333	-0.3905	-0.741833333333333	0.458833333333333	-0.2815	0.297666666666667	-0.616666666666667	-0.9125	-0.4385	-1.619	-0.528	-1.7385	0.0811666666666667	-0.513	-1.92216666666667	-0.653	-0.218333333333333	-1.16383333333333	-0.152666666666667	0.537666666666667	0.128833333333333	-1.39133333333333	-0.526166666666667	-1.126	0.142	-0.5745	-1.50716666666667	0.541666666666667	0.152833333333333	-1.46616666666667	0.927833333333333	-1.41166666666667	-1.27333333333333	0.118	-1.636	-2.0835	-3.36333333333333	-0.557166666666667	-1.33116666666667	1.54366666666667	-1.90083333333333	0.538833333333333	0.134666666666667	-0.846	-1.67866666666667	-1.5475	0.2606	-1.06716666666667	0.127833333333333	-1.5325	-0.457666666666667	-1.26983333333333	-0.522333333333333	0.1145
PRO0132	-0.8085	-1.2965	-0.4015	-0.0345	-0.7	-0.0965	-0.8035	0.4165	-0.452	0.033	-0.1185	-0.9595	-0.5005	-0.4115	-0.173	2.8845	-0.659	1.5335	-0.1945	-0.445	-0.274	-0.239	-0.627	-0.5275	0.911	-0.301	-0.625	0.5065	1.2705	1.072	1.2525	-0.2715	0.7565	0.6725	3.6935	0.0605	2.8425	3.1375	0.273	1.1975	0.8775	0.51	0.2965	1.4525	1.701	0.7605	0.6345	0.5465	0.2445	0.8265	0.7095	1.8925	-0.232	-0.156	0.0545	-0.2635	-0.0885	-1.4855	0.477	0.7125	1.3555	0.154	1.4465	3.0975	1.2915	0.6805	1.613	0.3905	-0.415	0.441	1.1775	0.7665	1.3235	0.2935	0.253	1.0895	0.516	-0.425	-0.0655	0.5945	2.206	-1.297	1.223	-0.1845	-0.6395	1.577	2.2615	1.3005	-0.3175	2.0405	1.7915	0.9605	0.544	0.4475
PROS1	-1.2073	-0.8406	-1.0779	-1.0794	-1.6526	-0.8533	-2.35688888888889	-1.0842	-0.1784	-1.4974	-1.087	-1.026	-1.7261	-1.4994	-1.785	-1.2352	0.4284	-0.1144	-1.8598	-1.068	-1.0742	-1.3459	-0.7301	-0.5005	-0.5781	-0.6805	0.0996	-1.3691	-0.7605	-0.2593	-0.1706	-1.3668	0.2631	-1.268	-0.7883	0.1829	-0.515	-1.8953	-0.2555	-0.6431	-1.4605	0.2141	-1.325	0.4086	-0.8669	0.287	-0.8087	-1.1326	-0.9329	-1.7457	-0.1971	-2.3945	-0.5046	-0.9564	-1.5384	-0.104	-0.2006	-0.6052	-0.7716	0.7602	0.3326	-1.9481	-0.2171	-1.3115	-0.5468	-0.0226	-1.1863	-0.4779	-1.1464	-1.6577	1.1221	-1.5832	-2.0392	-1.6606	-2.3053	-1.4127	-2.6195	-0.7083	-1.149	-2.3291	-2.701	-1.0238	-0.6122	-0.4974	-0.3351	-1.1743	-1.3383	-1.4659	-0.0544	-0.7627	-1.4788	-1.1797	-1.1477	-1.1246
PROX1	-2.1515	-0.430666666666667	-1.58033333333333	-1.271	-2.7245	-2.22283333333333	-3.40816666666667	-2.3315	-1.18766666666667	-2.36383333333333	-2.14366666666667	-1.047	-0.569166666666667	-2.1965	-2.21866666666667	-0.554666666666667	0.592	-0.764666666666667	-0.597666666666667	-2.57633333333333	0.402666666666667	-2.05333333333333	-2.30266666666667	-1.48583333333333	-0.687333333333333	-0.7685	-0.9505	-1.86133333333333	-1.6105	-1.88683333333333	-1.97083333333333	-3.0535	-1.422	-1.7965	-1.268	-1.38533333333333	-1.482	-2.57816666666667	-1.7555	-2.30816666666667	-2.70416666666667	-1.413	-2.60966666666667	-1.2275	-2.7492	-1.0244	-2.0275	-2.3195	-3.226	-1.64616666666667	-0.765333333333333	-2.9156	-2.12983333333333	-2.4636	-2.09183333333333	-1.6295	-2.19383333333333	-1.713	-2.329	-0.0855	-1.58033333333333	-2.8828	-1.52616666666667	-1.71366666666667	-2.02583333333333	-1.28416666666667	-2.29233333333333	-1.29316666666667	-2.4515	-3.35216666666667	-1.35716666666667	-2.38416666666667	-4.23116666666667	-2.709	-3.11583333333333	-2.993	-2.93266666666667	-1.75083333333333	-2.689	-2.35316666666667	-3.6315	-1.9745	-1.91883333333333	-2.74	-1.82766666666667	-1.752	-1.82783333333333	-1.86733333333333	-2.10566666666667	-2.7075	-1.8405	-1.9636	-1.64833333333333	-2.41216666666667
PRR15	0.315416666666667	-0.0575	3.56958333333333	2.53941666666667	2.65666666666667	2.07175	2.92133333333333	1.79625	2.85758333333333	3.0035	2.11941666666667	0.515	-2.14391666666667	0.0240833333333333	0.382	0.412333333333333	-1.23458333333333	-0.817166666666666	-2.29208333333333	0.69775	-0.514166666666667	-2.26825	-0.931166666666667	-1.45716666666667	-0.458916666666667	-0.313083333333333	-1.54016666666667	-1.65341666666667	3.52741666666667	3.08308333333333	2.10016666666667	2.09208333333333	1.33683333333333	2.55025	3.20716666666667	1.99033333333333	2.66441666666667	2.34016666666667	2.15783333333333	3.11966666666667	2.18441666666667	1.64991666666667	2.06733333333333	2.37916666666667	2.135	2.1215	2.03191666666667	0.86175	3.00275	2.4465	2.08816666666667	3.22791666666667	2.68866666666667	1.721	2.4725	0.11175	3.69808333333333	3.16408333333333	3.01983333333333	1.47775	2.36925	2.40433333333333	2.88316666666667	3.09708333333333	1.93125	2.12008333333333	3.29625	1.43666666666667	2.58875	3.01725	1.34341666666667	3.19075	0.590083333333333	2.31066666666667	0.789166666666667	1.25016666666667	3.88891666666667	2.05341666666667	2.9385	1.84175	1.47066666666667	1.479	2.9835	3.00391666666667	2.92808333333333	2.25566666666667	2.57058333333333	3.69916666666667	2.08225	3.04091666666667	2.33916666666667	3.37458333333333	2.38866666666667	2.74325
PRRT2	-2.923	-2.3195	-0.78725	-2.44625	-2.771	-3.333	-2.13175	-2.7775	-3.07975	-0.70425	-2.56375	-3.7315	-2.673	-1.094	-2.97975	-1.84525	-1.335	-0.54025	-0.84575	-2.16625	-1.492	-0.67675	-2.016	-1.229	-1.38325	-1.90575	-0.018	-1.5605	-0.442	-2.3705	-2.95325	0.40825	-0.03775	-1.15775	-1.45825	-1.64775	-1.997	0.5635	-1.14675	-0.01675	-1.6025	0.09	-1.1235	-1.1805	-0.7115	-0.8875	-0.4135	-1.806	0.2655	-0.81275	-0.127	0.67	-2.11975	-1.445	1.124	-0.64875	-1.03125	-1.93825	-1.4725	-0.891	-1.425	-0.63825	-0.033	-2.134	-1.1275	-1.154	-1.453	-0.8175	2.01525	-1.84475	-0.93625	-0.782	0.111	0.93	-0.45475	-0.085	-0.2815	-0.805	-1.15425	-1.32925	0.09575	-0.9005	1.22375	-0.4095	-1.7865	-0.55125	-0.8425	0.55525	-0.839	0.58725	-0.7755	0.49475	-1.147	-1.872
PRRT3	1.09275	-0.713	0.47	1.85	1.40475	2.04475	0.851	0.60625	-0.20725	0.41825	0.376	0.40375	1.2745	1.48125	-0.496	0.02125	0.31175	0.76925	0.4905	1.208	-0.65775	0.4965	1.331	-0.95625	0.13525	0.34925	0.332	0.3645	0.60175	-0.051	1.10325	1.4365	2.0425	-0.30275	0.867	1.25575	0.8535	2.672	2.249	1.91075	1.872	0.164	2.2595	1.342	1.142	1.65525	1.81125	0.85375	2.8265	3.11975	2.39575	1.0305	1.93575	0.93625	2.1695	1.71575	1.7035	1.50325	0.62925	1.43175	0.634	0.62525	1.477	2.13275	2.33225	1.87025	0.90625	1.4565	2.0565	1.98225	0.55875	1.74375	2.15075	2.34725	3.03925	1.68975	2.9935	0.94525	2.468	1.89675	3.6135	1.62325	-0.39625	2.17025	1.586	1.599	2.07275	2.902	1.90125	1.59175	2.5445	0.939	1.63525	1.93575
PRSS23	-0.40625	-1.1395	-1.0775	-0.044875	-1.874625	-0.481375	-3.1805	-0.340625	-1.275	-0.647625	-1.173875	-1.111	-3.29225	-3.2435	-1.96075	-2.0665	-1.64725	-2.691375	-1.997125	-2.898875	-1.3215	-1.519875	-1.811625	-1.62	-2.572	-2.348125	-1.359375	-2.43675	1.588625	0.775875	0.801375	-0.2235	-1.195125	-0.149	1.6895	-1.015625	-0.59325	-3.3155	-0.56525	-1.064125	-0.048875	-0.986875	-0.092125	-0.476375	-0.025125	-1.04775	-1.1025	-1.997125	-0.363125	-2.81725	-2.193	-0.985625	-1.55975	-1.066	-0.71825	-1.053875	-1.985375	-1.3325	-1.3035	-0.836	-1.17975	-1.022875	0.778625	0.25675	-0.00575	-2.008875	-0.085875	-0.7055	0.882875	1.25	-0.785875	-0.629625	-1.332125	0.939125	-2.174625	-1.3145	-0.591125	-0.770625	-0.0465	0.895125	-1.86575	-0.098625	-0.44675	-0.27625	-2.0675	-3.679875	-0.513	-1.405125	0.01975	0.2245	2.735625	1.344375	-1.540625	-0.44925
PRSS27	1.561	1.74775	1.0565	1.675	1.6525	1.48775	0.316	1.05775	1.2925	-0.9225	0.8365	1.44875	2.70975	-1.00325	0.369	3.07525	1.811	0.9615	1.338	2.41575	-0.32975	1.9375	3.836	0.5235	1.045	-0.25375	1.19825	1.35725	-0.02125	0.40125	-0.278	0.8975	0.227	0.38875	-0.0195	1.31025	-0.28825	0.913	0.64575	0.052	1.1045	1.34675	2.65	0.49875	-0.447	-0.193	-0.583	2.2495	0.9815	-0.03675	0.5975	1.42175	0.736	1.2975	-0.3525	0.70225	-0.16275	0.3515	0.54475	0.18425	0.398	2.2005	0.0595	0.3905	0.09975	0.95625	1.198	0.22475	0.9495	0.6325	-0.043	-0.75075	-0.11275	-0.16025	1.1585	2.02	-1.21875	0.43575	-0.3535	1.04275	0.916	0.32825	0.66625	0.63225	2.28625	1.36925	0.913	-0.35525	0.50275	-0.15375	0.828	0.189	-0.23125	0.81
PSAT1	-0.37	-1.537	-3.546	-5.651	-5.10875	-0.93675	-2.08	-4.79025	-5.72725	-5.186	-1.12725	-2.60125	-3.80625	-0.68125	-0.08875	-1.627	-2.817	-1.07775	-1.3375	-0.14375	-1.2105	0.5205	-1.248	-3.58925	-0.949	-2.559	-2.22825	-1.04	-5.83425	-5.169	-4.781	-5.47425	-5.5135	-5.2635	-5.87675	-3.50975	-5.0835	-6.048	-5.39175	-5.50275	-6.108	-4.4375	-3.2245	-5.302	-5.42225	-5.348	-4.4985	-5.496	-4.67775	-6.0365	-5.7385	-6.36925	-5.4405	-5.64875	-4.708	-2.37525	-4.25225	-4.74425	-4.52	-5.0145	-3.543	-5.60325	-5.3355	-5.9435	-5.33725	-4.6985	-6.472	-4.4985	-5.982	-6.31075	-3.79325	-5.7805	-3.88875	-5.95	-3.85125	-6.3845	-6.71475	-4.2345	-5.72775	-4.203	-5.76375	-3.2145	-5.9945	-6.1985	-5.703	-6.18125	-4.692	-5.652	-4.65075	-5.25025	-5.4775	-6.208	-1.28825	-4.61125
PSCA	2.718	-0.04275	0.8315	2.778	1.46075	2.85625	1.74775	0.401	2.43825	-1.04933333333333	3.4775	1.33725	0.908	-1.01	-1.2845	-0.09575	0.742	-0.53525	0.9755	0.72925	-0.089	-0.4565	-0.34675	0.10925	0.47425	-1.61375	0.704	0.35925	1.18675	-2.443	0.00924999999999999	1.6525	-0.43975	-1.93	-1.063	-0.31025	-1.1	-1.059	2.25475	0.2745	0.9285	-1.24475	-0.352	-0.881	0.01475	-0.9845	1.0895	1.86675	-0.073	-1.3275	-1.38325	-1.1025	-0.703	0.52425	2.03825	0.082	1.22625	5.08025	4.44325	-0.019	4.059	-0.2015	0.38025	-1.06625	1.0185	-1.2575	0.18575	1.2605	-1.36375	-0.86175	-1.03	-1.364	-1.0855	-0.485	0.67	2.3205	-1.32525	-0.85925	3.05775	-0.444	0.44325	1.617	-1.37725	-0.91575	3.58375	0.818	1.03425	1.5445	0.26125	-1.209	-0.52275	-0.415	-0.859	-0.361
PSD3	-1.2661	-1.4613	0.8165	1.141	0.3952	-0.4668	-1.1624	-1.3289	0.1516	-1.6413	-2.3688	-0.0981	0.9587	0.3439	-1.5883	-1.4537	-1.7222	0.0705	-0.3724	-1.913	-1.4013	-2.2382	0.0332	-1.8203	-0.8372	-1.0659	-1.6807	-1.5904	-0.0412	1.8897	0.0334	-0.89	-2.2968	-0.015	0.1162	-0.4843	1.6848	2.7956	0.2127	0.604	-1.842	1.1978	-2.5077	0.2826	-1.3034	-0.8924	0.7798	1.4771	1.1087	-0.6269	-1.552	0.4052	-1.0176	1.9771	1.3819	0.1946	2.2311	0.714	0.4479	0.3908	2.5334	-1.8824	2.1597	2.5386	0.0023	1.2825	-0.6263	-0.7232	-0.3505	1.4804	-0.2586	-0.7061	1.0166	-1.6583	-1.3049	0.4215	-3.0948	-0.5773	-1.3201	-3.1238	-2.9151	-2.4227	1.2153	0.3907	0.0342	3.4458	-0.4381	-0.4581	-1.2564	0.4075	-1.3178	-1.4606	-0.9816	-1.007
PSMD3	-0.70975	-1.343375	2.63275	1.055625	0.83675	2.945375	2.216125	-0.73375	2.606125	1.1005	-0.2975	-0.890375	0.127375	-0.506125	-1.312375	-0.811375	-0.857625	-0.7815	-1.114	-0.029625	-0.370625	-0.33625	-0.507	-0.55375	-0.442125	-0.1795	-0.335375	-0.852875	-0.941375	-0.257375	0.07875	0.101375	0.15675	-0.41075	-0.1815	2.85275	-0.392125	-0.484125	0.646125	-0.5775	-0.419	-1.08775	-0.410875	-0.21975	-0.01175	-0.45125	-0.90325	-0.186625	-0.36575	-0.54925	0.075	-0.6655	-0.14075	-0.690875	0.103375	-1.14325	-0.781	-0.2465	0.43925	-1.4165	-1.21075	0.103375	-0.81675	-0.363375	-0.48	-0.111	-0.348875	-1.364	-0.897125	-0.42175	-0.973375	1.786	-0.00712500000000001	-0.4195	0.527	0.08125	0.57825	-0.7665	0.028	-0.185125	0.447625	-0.536875	0.548125	-0.70975	-0.510875	-0.126625	0.7455	0.790625	-1.06	-0.68175	0.546875	-0.00125	-0.630375	-0.432125
PSRC1	-1.57225	-1.34025	-1.595	-1.611	-1.6915	-2.029	0.5235	-2.18375	-1.75275	-2.48625	-2.0525	0.038	-0.5535	-0.01625	-0.9215	-0.46	-0.74825	-0.751	0.4255	-0.749	-1.66725	-0.88175	-1.444	-0.93	-0.07975	-1.62475	-0.31325	-0.38225	-1.69725	-2.25075	-2.3695	-1.8965	-1.4645	-2.51175	-2.2185	-2.0625	-2.1685	-0.928	-1.5305	-1.74075	-1.42775	-1.721	-0.549	-1.78725	-2.08425	-2.3575	-2.676	-2.4305	-1.71075	-1.652	-1.68275	-1.34425	-2.33275	-1.76275	-0.66875	-0.6975	-2.88125	-2.84425	-1.788	-1.9105	-2.8875	-1.3565	-2.3105	-2.36125	-1.70075	-2.36725	-2.0535	-1.8055	-0.812	-3.499	-2.2085	-1.822	-1.201	-1.25125	-1.48425	-1.02775	-1.175	-1.802	-1.0795	-0.58175	-1.14725	-1.9195	-2.06825	-1.05025	-1.21375	-1.17875	-0.87575	-1.1125	-1.17275	-1.19025	-2.534	-2.063	-2.006	-1.3605
PTGDS	2.02025	2.34225	1.87025	1.17525	3.25375	2.25325	2.94475	2.9735	2.74	2.15025	2.93775	2.864	1.51575	2.31175	2.9675	3.38025	3.30375	1.667	-0.10425	3.319	3.321	2.3845	2.02375	3.10725	1.7955	4.16625	2.18225	2.9765	2.57875	2.84125	2.297	2.72975	3.2425	3.852	2.12775	2.70375	2.7715	1.215	2.5125	2.81925	1.161	3.16475	2.9875	2.92375	3.657	3.70025	3.8735	3.3385	3.67375	2.58675	2.998	1.597	2.856	3.019	1.49975	3.30425	3.848	3.58625	3.74825	2.987	3.107	1.6345	2.845	2.76925	2.70925	2.214	1.1475	3.0695	2.4295	0.76775	3.097	2.3395	2.38025	-0.37925	1.1165	1.54475	-0.54275	3.57125	3.50675	3.07625	3.8375	3.2095	1.37725	0.5455	2.947	2.61875	2.76625	2.35025	2.816	2.00375	2.427	2.51325	0.6075	3.71225
