TCGA.C8.A12P.01	TCGA.A8.A08X.01	TCGA.AN.A0FV.01	TCGA.A8.A076.01	TCGA.A8.A09G.01	TCGA.A2.A04W.01	TCGA.BH.A0EE.01	TCGA.AO.A0JE.01	TCGA.C8.A12Q.01	TCGA.A8.A07I.01	TCGA.A8.A094.01	TCGA.E2.A159.01	TCGA.AN.A04D.01	TCGA.B6.A0IQ.01	TCGA.AN.A0FL.01	TCGA.A2.A04P.01	TCGA.AR.A0TS.01	TCGA.AN.A0XU.01	TCGA.AR.A0TP.01	TCGA.BH.A0E0.01	TCGA.A2.A0SX.01	TCGA.BH.A18V.01	TCGA.AO.A12F.01	TCGA.AR.A1AJ.01	TCGA.A2.A0YM.01	TCGA.A2.A0ST.01	TCGA.A2.A0CM.01	TCGA.C8.A134.01	TCGA.AN.A0XT.01	TCGA.BH.A0BJ.01	TCGA.A1.A0SH.01	TCGA.BH.A0H6.01	TCGA.AR.A1AK.01	TCGA.BH.A18H.01	TCGA.BH.A0BV.01	TCGA.C8.A132.01	TCGA.A2.A0YI.01	TCGA.A2.A0CQ.01	TCGA.BH.A0B4.01	TCGA.BH.A0DP.01	TCGA.BH.A0E7.01	TCGA.AO.A12A.01	TCGA.BH.A0BS.01	TCGA.BH.A0BQ.01	TCGA.A2.A0EV.01	TCGA.A8.A0A4.01	TCGA.E2.A1B6.01	TCGA.BH.A0GY.01	TCGA.BH.A0BA.01	TCGA.B6.A0RM.01	TCGA.A2.A0SU.01	TCGA.E2.A15J.01	TCGA.E2.A1BC.01	TCGA.A8.A07F.01	TCGA.E2.A15O.01	TCGA.E2.A14Z.01	TCGA.BH.A0BM.01	TCGA.BH.A0HK.01	TCGA.BH.A0H7.01	TCGA.A2.A0YL.01	TCGA.BH.A0BP.01	TCGA.AR.A1AS.01	TCGA.E2.A14Q.01	TCGA.E2.A10E.01	TCGA.AN.A0XO.01	TCGA.E2.A15P.01	TCGA.B6.A0X0.01	TCGA.A2.A04N.01	TCGA.A8.A091.01	TCGA.A8.A099.01	TCGA.B6.A0RQ.01	TCGA.A8.A09I.01	TCGA.A8.A09M.01	TCGA.A8.A082.01	TCGA.E2.A14W.01	TCGA.BH.A18L.01	TCGA.A8.A06N.01	TCGA.AR.A0TT.01	TCGA.A8.A07W.01	TCGA.AO.A03O.01	TCGA.E2.A14O.01	TCGA.BH.A0BF.01	TCGA.AN.A041.01	TCGA.E2.A10A.01	TCGA.AR.A0TY.01	TCGA.E2.A107.01	TCGA.A2.A0YH.01	TCGA.E2.A109.01	TCGA.BH.A18F.01	TCGA.AN.A0FF.01	TCGA.A8.A09R.01	TCGA.C8.A12M.01	TCGA.AN.A0AM.01	TCGA.AN.A0AS.01
MIMAT0000064	10.8979666055446	10.6283983059111	10.4972672344717	9.35592076698377	10.7777821914907	11.8545590415786	11.9068505317115	10.8938617323722	11.10706690258	9.5646493496223	10.8354432378594	10.6730901721681	12.8057057724098	12.565589548595	12.7478554996624	12.6904156683159	10.7740153094636	11.108789567489	10.9575907892742	10.6795469783064	11.4459164963213	10.065169055192	10.32611299995	11.0722949829868	10.582534970771	11.9690561743569	10.1861727659537	10.9003825304867	10.8953539794658	11.7478091985527	12.8423721750121	11.4381477856002	11.778891768323	10.7267794101111	10.3162264163483	11.3470767790679	12.1271510571973	10.3264099903828	11.4453732313787	12.013293269577	9.53622035119338	11.5106019609172	11.041707230633	11.669821298279	11.0766558317703	11.0208517742649	12.0249444803132	10.905619627984	11.6178689837178	9.97187118957461	11.3506831677312	10.1200281476435	11.7788512062383	11.351463486579	8.97451453958271	10.7745179059941	12.7597758283466	9.72738438526643	11.7666298299516	11.3508243788844	11.7748936763422	9.56853423126155	11.8285129380083	10.8809260163684	11.2673602269519	11.8553997506423	10.7686063737674	9.82260539785975	10.472529051365	9.0958577808185	12.7487453857181	9.04891295784255	9.09084607514295	9.45136278675463	10.9035760545979	10.7422522762669	8.62923154101263	9.70325078098763	10.3855173018673	9.08275536489375	10.2488703624222	10.5924320375011	11.2208739358852	9.0007257438142	11.3625373962424	12.4238971580419	11.1779474266709	10.6061610230694	11.9405733862445	10.4478323319465	10.4679680010368	8.67024800602631	10.2372909071825	10.2177597213256
MIMAT0000098	11.6775031009103	11.8018858459618	12.8099213848155	10.4704165510961	10.9205453842908	12.1064989213131	8.4866451644788	11.6213908803407	12.5471828651917	10.3729887871228	10.7141777583566	11.1050320814089	10.7667455582929	12.2271980542283	10.2387560632498	11.7438937609111	13.3232263057004	12.6497856507114	12.8281463352361	11.2810380736258	12.0255793863767	11.4148290436683	11.0535787372498	13.0290221610754	11.5013684691855	13.2303729854621	11.4080682633642	12.7838499439932	12.5336699499146	12.0237019195286	13.1553016315746	11.1428100625773	13.036436650102	12.5908573364795	11.7399567778136	12.7629937099363	12.952481105527	10.6390687056006	12.7301243219046	11.7238007817913	10.7628302493951	12.5942082938469	11.1359100452716	12.7158832192714	12.1013340990774	13.1663176668596	12.8497775803732	11.8786548562043	11.8743218019328	11.9937396481956	12.4462096403865	10.924773995602	12.0754266308894	11.0258474091908	10.9705215246843	12.0324333264655	12.5240607619949	10.1989201329401	11.2800502394931	12.7317303059698	13.1690996220915	11.2572709272062	13.2440321564334	11.5173012083884	12.7816898043455	12.5985343554524	12.1226755482314	12.5688616033629	11.7323863119498	10.0567553624354	13.7896688142728	10.3267702745841	10.8774232652019	10.8321225225043	12.9802842175286	11.9975422685345	11.6713136416595	12.2692374140197	12.6437639855408	9.19713251296227	11.4615026110527	12.0612845095351	11.415178440107	11.002454172281	12.6332298451725	12.8069735227471	13.3726572324578	11.9264540364798	12.9846612193481	11.3859123258677	10.6634684204107	9.74367422160667	11.7120896002257	10.6739312270936
MIMAT0000102	1.57519177831356	1.01314921015293	7.43630750597283	0	0	0.999844901946435	0	3.58087147431467	3.26103940288413	2.04793128992996	2.19941259709046	2.48202088349054	1.85536745071809	3.3656900179374	0.626281190910386	1.87144468422882	1.38568614386567	2.07970271298591	0.527973114011094	3.24978284066653	2.37149362623085	7.45182917012671	1.21589288845924	2.6670235225708	2.07818317925945	5.17856626140213	1.75826095753423	0	0	0	0	0	0	0	0.203896489917583	1.33215623895781	0.5026870301607	0	0	0	0	1.9298371935131	0	0	6.09232065171957	0.547464636064637	3.4965611591762	6.20112818243247	0	0.456258399274776	0.840693643829164	0.567081997477412	0	0	0.242397633259921	0	0	0.789291890973374	0.597768564731192	0	0.415236216834369	0	0	0.595023318730256	0	0	0	0	1.18340393626547	0	0	2.12530559367507	1.38772923436878	7.05979991819217	7.76059777471038	4.12536660086107	0	6.3843960155159	8.83342810865734	3.23409981778869	1.54690779125401	3.20963942229958	1.03164291764809	0	8.25280724476776	0.550242685078107	1.66098427603004	0.873867519823612	2.30765525823163	0	0	0	2.86610957807394	0.962609727736131
MIMAT0000103	4.70469748073989	4.3468102729195	4.23373071686746	5.55060944966755	4.11139636489223	3.20917743356441	6.63716095690168	4.05165852395499	3.33511676161453	5.39591962519473	4.86938300775789	5.51479300477091	8.14424295198235	8.4546077773209	6.50288624166055	5.84557751324815	5.42414935437692	6.18597018575155	6.9779457911232	7.60651290276314	6.91500209694721	4.45765266296261	6.62131276527579	4.53095648134826	6.99427358289281	4.46791629105908	5.24545641562639	5.64010935267545	3.19744758448725	3.15081748653752	3.09703478340927	4.94996833007304	3.30719155400039	2.52591301222836	4.18221674944485	4.47566975645878	3.96252598033589	4.84380862030532	4.48795782365797	4.11741619994879	3.09073421692147	4.4490156223474	4.03630849960787	4.37294652764995	4.33688241045214	4.53310847873775	5.50398705646143	5.01005410235649	4.24660631117623	5.09196004577727	6.55557025642526	6.85902736544988	3.25939000727776	5.44266683669517	2.92342761181505	4.09561889064629	3.71906874330999	3.81844975660312	4.96758705754494	3.125568782387	3.93934102950277	4.45454507583481	2.63509731053672	4.52050805332686	4.42358449032182	2.73544245861134	5.07763293541774	2.13222147150639	5.14242287336255	3.24470092728207	3.05587848167582	5.14168349136291	5.10480109930151	5.52748901673985	5.01975977229125	4.41611132125847	4.19425957564238	5.82564646376139	5.89565043082466	5.32263242698571	4.03344150315674	3.94856244363624	5.77568459780314	4.14092496250383	4.66511644028039	5.28818197998574	4.49973276260386	6.29331338743275	4.58773743903446	5.68006983713718	4.45637597014605	4.27956667974316	5.17191362767515	3.81213386032176
MIMAT0000680	7.06224395017338	7.56325879972491	6.35587977921377	7.39391407465479	6.59066026436277	7.30575420991831	8.57610548898796	6.49920226966774	7.03134250147678	6.39071400704667	7.52140999140846	8.44005108745852	9.72728820976221	10.0911836107647	8.92444013336731	8.91371742099031	8.36416293067807	8.02674316912772	9.18293274568465	9.6062119711608	9.08794888925017	8.63693894882334	10.8024827376566	8.37684630913826	8.10716184665085	9.00755460242778	8.58515551214056	8.43232225161706	6.99646577174176	6.64434451709936	5.94140388307043	6.83459894958018	8.1411540634129	7.72173221515714	7.87516805933453	8.14880348144445	6.98742005917374	7.65520873278931	7.69947240676841	7.36967847514722	6.45074787465359	7.51719336589361	6.78682624696077	6.78206199078454	7.14537657707779	8.69849650783841	9.10872583458717	7.67508589012034	6.95129465932761	7.56109329137173	7.30494747135301	7.48125245980761	6.7624125235229	7.36782811752733	7.81104600741091	6.86716322062456	6.71915599943815	6.72607710557632	7.5692609055895	6.86473797831216	7.55025282207388	7.79256489096971	6.98881972579568	7.25859484510549	7.07539867721746	6.67461185656223	7.01329597180366	5.06547016303173	7.46801362834522	5.39165662018794	7.52276511747397	6.7808313018426	7.97179752064424	7.46811879738512	8.22733855832728	7.84028083975392	7.58599329866408	7.59560423866828	7.99566140777121	7.79440654079121	7.5293039974948	7.3328035045466	8.53207560413366	7.44717520025395	7.54086941462616	8.27510347234474	7.89999423278617	8.56916746093887	7.47141598554018	8.21695024087133	6.54372736420425	6.48795414287119	7.54019851091493	7.23759825761732
MIMAT0000253	14.2662596936561	14.2377248585476	13.0773149247325	13.3856080503864	15.4005859269626	13.9948394154877	17.9950430569526	13.7299121609262	13.4932887234682	13.0328202741161	13.3254391832361	15.8201065402289	12.2693478051972	12.6140542633247	11.9668103971874	12.0725447402873	13.4173387956564	15.4035691648667	12.2981969867731	16.1367747471149	14.7026467112453	14.5962645750788	12.1195009626237	13.7396707666165	11.5645180572029	13.8884701476449	13.1966696634475	14.083672681799	16.9995703336979	16.7807167806478	16.474206333648	13.4110515629385	14.0172170156299	13.9280193446497	17.4041889769888	14.5963515037248	14.1148584702717	14.2580989104131	13.9020625901787	13.8632883534788	13.266095221844	13.7511911816003	17.354029653966	14.2687425719914	14.8996977102624	12.286016430533	13.1772506088175	13.5925693082584	16.585635153004	12.910266949035	15.2655608957674	15.8941951004829	14.5475886651695	13.1621272777113	12.9370734845296	13.8444371206071	13.4826596084686	18.5766604696234	14.9580852582589	14.9757140360031	14.3776872975661	13.9123925865826	14.35870661352	13.2845566654078	13.6773586932921	14.0197996773695	17.5417906092768	14.9616295410538	12.3730681638947	16.1313699196888	14.2172289555717	16.0903788488199	15.0255202285616	16.518114089704	16.6404259288738	15.9758637956375	11.7379668985034	14.6847441057476	16.4607949466599	11.6454914177327	14.9267321998384	13.8202443137038	14.0515981446321	13.284519010969	14.1279484500549	14.2371826421484	14.0314691244928	14.3172656799896	14.4789291414372	14.1382179945326	16.3232105774563	12.876882974978	14.1098638707257	15.3887496246834
MIMAT0000254	15.5086056583025	15.7095923334902	13.9647936384382	14.083226833024	15.0439819589545	15.7872233407264	14.924511959028	15.4911187740385	15.7347437573341	14.3356534328623	15.440697289093	14.859294440925	14.4094636603893	14.7383213238064	14.0471344524082	15.0734759637658	16.1259338643508	14.4359705301751	14.2191463837134	15.0100154111066	15.575945413633	15.4395860501479	14.7008768087316	16.0038299491144	13.7768520871337	16.7560856130817	15.3137881916114	15.4870927431744	15.9518678545444	16.7071965657133	16.3424210139728	15.3341448295122	16.7558545027425	17.5561913039474	15.3846054167178	16.0769741045441	15.6808982760158	16.1915350826124	16.7529893569496	15.1302393749242	14.8529776467757	17.1015258270767	15.0162672630845	16.4735246003136	15.7861378196462	16.0069339351802	16.1733439666504	15.5907311598355	16.5942056644876	15.0598728112503	16.2670384799464	15.0154447279526	16.7790256115762	17.0208071510622	16.3099885481867	18.1523677830368	15.810960829932	16.4971145940882	15.7758045884034	17.5438428339568	15.7842519060877	15.0214687470691	16.2516270377833	14.9165745314425	16.7650613705509	16.5105594925016	15.2612454119678	17.4151758719089	14.7505952649813	13.3992812928855	16.6037832696667	15.4278998185614	14.2503590446182	14.6398297746669	15.7647989907745	15.963863879676	14.2956821676783	14.8543081564767	15.505430617971	16.0282378133981	15.3082089949888	15.7786677367394	15.7812587776194	14.4837022912224	16.0791344370887	15.9151207958118	16.0880773702693	15.8500384717455	16.8942896884151	17.1604481957951	15.8134448650381	14.7689460119353	15.6793133091771	14.4362290832862
MIMAT0004556	3.53090374799664	3.6387703342959	3.6009497820541	3.14507025440248	3.09771225362133	4.06579812428965	3.38525900798804	2.87749867646509	3.84651377531121	3.42676471287457	3.42656252306797	2.48202088349054	2.99684137072412	3.65935124715434	2.41917480103217	1.58219034548186	3.90486931107465	2.07970271298591	2.0332686359229	2.92990837757924	3.15148040052497	3.68757998748444	3.29557096058255	3.45796969041029	1.77275684681597	4.08446503335367	1.99227028875148	3.97452665102111	3.57262183571674	4.40721568180118	4.56497274614221	4.05353226388977	4.42294925821191	5.64251718038971	2.65836894217982	3.6595098381129	4.27362054470355	3.74410640131868	3.71899380728157	3.06358767226598	2.25085518600578	4.89742186453466	3.17613811500893	4.52955955147537	3.98575952745366	3.35477555996998	4.56260267133457	2.78810141564852	4.27601531478935	3.46511747111656	4.7602258441683	3.34325871241531	4.98312075434611	4.99562131967972	3.98363583587187	6.0970103352676	3.54768783198236	3.42084468098186	4.12333287818329	4.66029174832345	3.62521998247297	3.16537510829102	3.62575395671136	2.72584278495594	4.25714627948876	4.37599817465651	2.76187797584037	3.64447087772494	3.3968991465571	1.27090504057884	4.56150284202559	2.94970468481526	1.38772923436878	3.30409102207764	3.57089106132552	3.61553565368084	2.58485814200551	2.35811546051842	4.06399002850436	4.15532544352503	3.7333727809589	3.58515376535969	3.64245424798613	3.06454437852205	4.15016645610046	4.10865968741868	4.19365971338294	4.27176285320745	4.12611187062305	4.66039312991446	3.90390295290296	2.94460529619614	3.4443755303071	2.74265193653869
MIMAT0005458	0	1.1845278644045	1.9887726544083	2.38540839567741	0	0.807222188007983	0	0.657328111585814	0.324869346693252	0	2.02844467901981	0.467000828179914	0	0.828359426042635	1.89449029498892	0	0.620730907304056	1.77416547329768	2.03326898837462	0.960365653947477	0.549780541006443	0	1.21589226736944	0	0	0	0	1.46800716655895	0	0	0	0.722642634508067	1.52272972010302	0.748384802492234	2.47356925731307	0.590653752903248	0.874757628074265	0	1.45329315716509	0.494585600294854	1.8100037501943	1.11828330295717	0	0.307532278922876	0	0.547464636064637	0.371735041857245	2.38389226252806	0	0.456258399274776	0.337582085735736	0.567081997477412	0	0.717046187512684	2.47869540217958	0	0	0	2.02865542843804	0.452042919562473	0.737283529118073	3.16537510829102	0.385815336530641	0	2.64643158179049	0	0	1.01090584532336	0	0.7710953651498	0.735595826514802	0.742084705143127	0	4.17108582366446	1.49258131320703	2.41403267301087	0.823067790832196	0	3.52152368237998	2.67400973890121	4.5178852763118	0	0.606134230798513	0.348023876368941	0.936529020248409	0	1.28779614114607	1.80640944096011	0	2.60492055529237	2.9041162239804	0	2.4577374248974	2.69059320309362
MIMAT0005899	0	2.10752518037608	0	0	0.661371093498781	4.33955580559007	2.12913626678596	1.44968127508583	3.14226327867307	1.03213047278536	1.0190257706782	1.10211991748909	1.45713511977027	2.49926958669479	1.06154327424421	1.22001661454966	5.27186509626882	2.73283400879076	2.0332686359229	0.960365653947477	3.48606842615141	1.92462668676741	0.527018273405965	3.79106586323682	0	2.82866285598816	1.13188576278912	2.18040027887394	0.42283148730615	0.425113360236345	3.3848415516938	3.2407148696832	3.08633642057683	2.96331023930713	1.77773993986158	3.47490064214196	1.17027761713437	0.79025657842748	0.659414046235022	2.45892711178725	1.17198626153085	3.16382265823879	1.69287886233822	3.35980043363952	2.02001461271999	1.91421547918415	2.95603415660558	2.1294623946164	1.35823082644125	1.51596217995469	2.30875665038306	1.95945191128428	2.56082425282285	1.19385120768912	4.64197409226518	3.45475838217208	2.62353587470074	0	1.0191667194159	2.10828591147779	3.5032236707323	0	2.77090662183395	1.01506503859885	1.11712849080721	2.33416607265476	1.96028705922854	2.75545677347745	7.87581703288367	0	2.3191872578218	0.742084705143127	1.38772923436878	2.23229297615859	0.682249665901748	0.899890225709489	0	2.84609269559131	2.16818887600699	2.23269973972534	2.58422750085114	4.47997952807648	0.606134230798513	1.0643758883081	3.15714414539621	2.8148200704684	1.95720774630667	4.87319007738828	2.79205717343858	3.86356306307305	0.998400607667626	0.639899863048488	3.03380584860663	0.307088067284571
